is_coint,adf_statistic,p_value,hedge_ratio,intercept,base,target,zero_crossings,half_life,spearman
True,-4.2018045722433,0.00065,0.06499,-0.00538,ZEC-USDT,BAND-USDT,81,14.9921,0.938
True,-3.6435469514575693,0.00498,24.04371,0.01138,BAT-USDT,FIL-USDT,80,19.91281,0.906
True,-4.733873247392187,7e-05,1.67922,-0.00546,STORJ-USDT,FLOW-USDT,76,11.58264,0.964
True,-4.820858080409694,5e-05,0.98876,0.0051,MINA-USDT,PORTAL-USDT,70,11.48202,0.833
True,-2.895998211037999,0.04582,3.86458,0.00601,BAT-USDT,XTZ-USDT,65,17.2869,0.928
True,-3.3763381627268125,0.01179,13.24509,0.01655,SAND-USDT,FIL-USDT,62,19.15932,0.914
True,-4.063756265268374,0.00111,0.0046,3e-05,API3-USDT,BOME-USDT,62,12.67912,0.898
True,-3.1010610781005505,0.02647,0.00924,0.02473,AAVE-USDT,YGG-USDT,62,22.22883,0.936
True,-4.543558944278017,0.00016,0.32144,-0.00079,ARPA-USDT,USTC-USDT,60,12.06428,0.763
True,-3.5897254073578018,0.00596,0.07212,-0.00037,POWR-USDT,USTC-USDT,59,23.4893,0.394
True,-2.8823828378681577,0.04744,0.03034,0.00252,ZEC-USDT,BNT-USDT,59,31.53955,0.958
True,-4.237143531477278,0.00057,13.36278,-0.0515,TRX-USDT,ZETA-USDT,54,20.07947,0.555
True,-2.877082458120913,0.04808,0.0837,-0.00016,SAND-USDT,T-USDT,52,32.31978,0.845
True,-3.795951535225878,0.00295,19.65232,-0.0014,GMT-USDT,FXS-USDT,51,18.17382,0.909
True,-4.160661769497763,0.00077,87.06228,0.96621,FRONT-USDT,TRB-USDT,50,22.84318,0.731
True,-3.7562389678841233,0.00339,0.17805,-0.00168,LIT-USDT,RDNT-USDT,50,26.1448,0.873
True,-3.1213382863976533,0.02501,0.01995,0.00029,WAVES-USDT,1000XEC-USDT,49,18.44571,0.821
True,-3.3504637541420927,0.01277,0.01819,0.00737,COMP-USDT,LQTY-USDT,48,20.60664,0.944
True,-3.312280527585788,0.01434,4.09453,-0.32911,AXS-USDT,KSM-USDT,48,22.71972,0.893
True,-3.631521962546095,0.00519,1.03847,-7e-05,WOO-USDT,ENJ-USDT,48,27.25986,0.922
True,-3.468598275723386,0.00883,6.0674,-0.02127,API3-USDT,LINK-USDT,47,21.71668,0.931
True,-3.186542841618529,0.02078,782.64632,0.03308,IOST-USDT,DOT-USDT,47,35.33159,0.82
True,-3.85997610502834,0.00235,0.00069,-0.00016,AAVE-USDT,REN-USDT,46,5.6538,0.966
True,-3.036108422048129,0.03166,0.42447,0.06647,MOVR-USDT,TON-USDT,46,24.0291,0.588
True,-4.069832155020426,0.00109,0.26969,0.00295,MINA-USDT,GMT-USDT,45,15.98928,0.879
True,-3.512245005132042,0.00768,0.03185,0.00389,DASH-USDT,XTZ-USDT,45,18.9371,0.883
True,-2.9905143578247837,0.03579,0.03195,0.00661,LINK-USDT,BICO-USDT,45,26.76625,0.924
True,-3.3530561837819377,0.01267,10.09496,-0.06628,SXP-USDT,MASK-USDT,45,21.27644,0.912
True,-3.1428135793240997,0.02354,0.31514,0.00374,TIA-USDT,WIF-USDT,44,30.65817,0.53
True,-3.2964558217660165,0.01504,0.00546,-0.0003,PENDLE-USDT,1000BONK-USDT,43,23.80164,0.922
True,-3.7561909832372598,0.00339,0.01098,0.00366,XVS-USDT,1000LUNC-USDT,43,15.61041,0.773
True,-3.0427005533179075,0.03109,0.02418,-0.00029,ARB-USDT,BEAMX-USDT,43,14.21742,0.826
True,-2.870251069063299,0.04892,1.36962,0.01484,TRU-USDT,MYRO-USDT,43,23.19436,0.861
True,-3.671935756879045,0.00453,0.43032,-0.01054,LQTY-USDT,CRV-USDT,42,18.45192,0.956
True,-2.9531164280790834,0.03951,49398519.97139,-352.91399,DENT-USDT,BTC-USDT,42,29.67506,0.916
True,-3.063547565723755,0.02937,8.92925,0.11446,MINA-USDT,AXS-USDT,42,30.13945,0.798
True,-2.9129622174239764,0.04386,0.00084,-0.05613,MKR-USDT,IMX-USDT,42,41.01673,0.573
True,-3.2981545257324445,0.01496,384.75627,-0.08296,ARPA-USDT,NMR-USDT,42,27.78168,0.756
True,-3.0889347043079884,0.02738,0.00019,3e-05,BADGER-USDT,SPELL-USDT,42,49.64453,0.847
True,-4.1674207180136476,0.00075,0.00344,-0.00043,UNI-USDT,1000BONK-USDT,41,20.40136,0.914
True,-3.3869730652464205,0.01141,2.92141,-0.01882,WOO-USDT,YGG-USDT,41,26.43578,0.939
True,-3.3704552303820248,0.01201,0.0042,0.20664,YFI-USDT,DASH-USDT,41,16.37357,0.906
True,-4.001401972271088,0.0014,27.18828,0.00691,LOOM-USDT,IMX-USDT,40,22.66153,0.856
True,-3.0470736312485576,0.03073,0.11483,-0.00371,SUSHI-USDT,KAS-USDT,40,26.77343,0.875
True,-3.4601143906389256,0.00907,0.16623,0.00189,COMBO-USDT,NKN-USDT,39,30.96262,0.746
True,-3.618758788289625,0.00541,19.01202,0.02714,WAXP-USDT,APE-USDT,39,20.84172,0.858
True,-3.202287721944961,0.01985,1.16563,0.00373,DAR-USDT,BIGTIME-USDT,38,26.36743,0.925
True,-3.5617855278388366,0.00654,17.01003,0.00477,KEY-USDT,CHZ-USDT,38,16.8248,0.789
True,-3.4197313043328945,0.0103,4.0274,0.00746,IOTA-USDT,FLOW-USDT,38,23.49091,0.926
True,-3.7075815615231686,0.00401,0.00091,-0.00035,ETC-USDT,BEAMX-USDT,38,11.87595,0.9
True,-2.9216876238144134,0.04288,4.11845,-0.00048,COTI-USDT,ZRX-USDT,37,31.45542,0.923
True,-3.003202405295284,0.0346,0.15992,-0.00044,MAV-USDT,REN-USDT,36,10.38059,0.941
True,-3.6931233242922668,0.00421,109.03267,0.10534,WAXP-USDT,DOT-USDT,36,22.01986,0.826
True,-3.538074380968347,0.00706,1.08119,-0.00069,VET-USDT,XEM-USDT,36,22.64715,0.857
True,-2.9889811211589916,0.03594,2e-05,0.01299,ETH-USDT,REN-USDT,36,17.60207,0.926
True,-2.8971318754019117,0.04568,18.51315,-0.01583,RVN-USDT,SEI-USDT,35,22.29222,0.758
True,-3.5116897476447995,0.00769,1.56269,0.00029,WAXP-USDT,OXT-USDT,35,18.97872,0.842
True,-3.2443979721103298,0.01755,0.00874,0.00078,RONIN-USDT,BEAMX-USDT,34,15.7665,0.893
True,-2.948648152319522,0.03998,0.00785,-0.00871,ZEC-USDT,BIGTIME-USDT,34,29.33733,0.772
True,-3.7059560710458905,0.00403,1.4901,-0.03468,PERP-USDT,BAND-USDT,33,22.18149,0.93
True,-2.8687948460491532,0.0491,136.18708,0.84871,ADA-USDT,BSV-USDT,33,25.68704,0.838
True,-2.990041274835905,0.03583,450.97099,-0.16007,KEY-USDT,WIF-USDT,32,19.59184,0.71
True,-2.884546066806725,0.04717,0.19007,0.02276,BOND-USDT,KNC-USDT,32,34.17489,0.903
True,-3.2481237828577183,0.01736,0.0028,6e-05,MINA-USDT,HOT-USDT,32,24.61075,0.825
True,-2.9156563212612214,0.04356,4.8702,0.00362,HBAR-USDT,GLM-USDT,32,47.20188,0.611
True,-2.9164637662847173,0.04347,0.02538,-0.00545,ACE-USDT,CHZ-USDT,32,35.3539,0.753
True,-3.275888154178528,0.01599,0.01414,-0.00061,YGG-USDT,BOME-USDT,32,22.53976,0.892
True,-3.414144494862593,0.01049,2.40303,-0.00181,COTI-USDT,GRT-USDT,32,31.41792,0.904
True,-3.4445365125678915,0.00953,0.01698,-0.0008,BAND-USDT,BEAMX-USDT,32,14.84749,0.882
True,-2.9249612406593433,0.04252,0.00082,-0.00022,ZEN-USDT,KEY-USDT,31,22.15444,0.877
True,-2.937699655204597,0.04114,32.66903,0.10655,CELO-USDT,NMR-USDT,31,18.16443,0.866
True,-4.388130945682042,0.00031,1447.03488,-0.01088,1000SATS-USDT,1INCH-USDT,30,13.79312,0.907
True,-3.1377397452272757,0.02388,0.02168,-0.00141,GAS-USDT,HBAR-USDT,30,32.9504,0.546
True,-3.730022696512584,0.00371,0.00106,-0.00032,APT-USDT,AMB-USDT,30,23.61241,0.828
True,-3.1722380297294723,0.02165,0.02135,-0.00017,DODOX-USDT,LEVER-USDT,30,26.25578,0.402
True,-3.696165421243867,0.00417,0.62316,0.01798,KNC-USDT,BLUR-USDT,30,27.01813,0.9
True,-3.1095446919587713,0.02585,0.02301,7e-05,SUSHI-USDT,BEAMX-USDT,30,15.15238,0.852
True,-2.916545433651835,0.04346,6.26349,-0.38129,FXS-USDT,NMR-USDT,30,35.16339,0.805
True,-2.949982392232275,0.03984,0.10727,-0.00096,ADA-USDT,1000XEC-USDT,30,27.21868,0.819
True,-3.42276465594253,0.01021,0.30449,-0.00422,ID-USDT,CFX-USDT,29,22.53028,0.833
True,-3.4951303873788446,0.00811,0.00199,-6e-05,LIT-USDT,REEF-USDT,29,21.25556,0.92
True,-4.235728360798728,0.00057,0.02486,0.00066,BEL-USDT,USTC-USDT,29,10.01332,0.746
True,-2.894436240496034,0.046,0.99284,-0.46643,ZEN-USDT,CYBER-USDT,29,26.29495,0.85
True,-3.00763091098958,0.03419,0.11135,-0.01142,RONIN-USDT,WOO-USDT,29,37.6349,0.949
True,-3.7441960042722138,0.00353,2.13068,0.05727,OM-USDT,ZETA-USDT,28,19.98418,0.709
True,-3.6785509443804143,0.00443,0.30387,0.00592,MATIC-USDT,IOTA-USDT,28,20.43369,0.889
True,-3.445740619298329,0.00949,0.48108,0.09678,ETHFI-USDT,LDO-USDT,28,16.26336,0.954
True,-3.6865410203547686,0.00431,0.21267,-0.00208,WOO-USDT,REN-USDT,28,8.90161,0.951
True,-2.921039970798376,0.04296,709.78997,0.01568,HOT-USDT,MANTA-USDT,28,21.98954,0.858
True,-3.230918936871097,0.01826,0.30386,0.00483,MATIC-USDT,CFX-USDT,28,26.53131,0.858
True,-3.005963681072413,0.03434,10.95044,-0.05016,ICX-USDT,WAVES-USDT,28,27.5797,0.769
True,-3.1185707688658586,0.02521,21.12794,-0.00746,AMB-USDT,VANRY-USDT,28,27.04375,0.743
True,-3.2270143475427275,0.01847,0.03486,-0.00035,MAGIC-USDT,BEAMX-USDT,27,19.32259,0.81
True,-3.2424178785678226,0.01766,0.00462,0.0,RDNT-USDT,SPELL-USDT,27,44.73493,0.865
True,-3.5265028506874763,0.00733,568.03566,-0.11334,XVG-USDT,RLC-USDT,27,17.28988,0.773
True,-3.345763319045365,0.01295,1.20084,0.09068,FIL-USDT,DOT-USDT,27,27.71404,0.86
True,-3.1304100582648546,0.02438,0.73687,0.0162,MATIC-USDT,STORJ-USDT,26,27.34251,0.857
True,-3.748741635049821,0.00348,0.0779,0.01879,APT-USDT,NTRN-USDT,26,30.83785,0.853
True,-3.0691431003480036,0.02892,4.16844,1.16468,LINK-USDT,METIS-USDT,26,60.73595,0.858
True,-2.9400274798198147,0.04089,10.40001,-0.17687,MANA-USDT,FXS-USDT,26,28.29743,0.887
True,-3.7329828906525964,0.00367,5.62602,0.00429,MEME-USDT,DAR-USDT,26,17.03234,0.922
True,-2.9118364821839227,0.04399,5.12509,0.19916,MINA-USDT,FXS-USDT,26,30.95829,0.777
True,-3.1669099771762315,0.02198,0.00013,0.00034,COMP-USDT,STMX-USDT,26,21.69848,0.923
True,-3.4786143492525983,0.00855,85.04071,0.94241,ID-USDT,BSV-USDT,26,19.327,0.894
True,-4.985943518098138,2e-05,147.79234,-0.1469,USTC-USDT,RLC-USDT,26,10.69113,0.701
True,-3.2272090187755103,0.01846,0.00279,-0.00108,ETC-USDT,SKL-USDT,25,36.06981,0.796
True,-3.2104587930575366,0.01939,0.11271,-0.00301,LIT-USDT,NKN-USDT,25,25.42939,0.868
True,-3.0489252147272623,0.03057,0.00172,-0.00032,METIS-USDT,TOKEN-USDT,25,53.52138,0.907
True,-3.2345272558556766,0.01807,0.78526,-0.02252,MATIC-USDT,SEI-USDT,25,26.0499,0.701
True,-2.9882931218195514,0.036,0.60922,-0.00479,LRC-USDT,DOGE-USDT,24,22.51937,0.908
True,-2.9654055014667926,0.03825,0.95482,0.05258,PERP-USDT,ARB-USDT,24,45.37087,0.871
True,-3.955785222433906,0.00166,0.00176,-0.00013,FXS-USDT,STMX-USDT,24,23.61191,0.875
True,-3.434864828360933,0.00983,1.62821,-0.01483,SXP-USDT,STORJ-USDT,24,19.53017,0.917
True,-2.934126899633902,0.04152,0.70123,0.02053,APE-USDT,FLOW-USDT,23,22.1673,0.921
True,-2.942044036708252,0.04067,0.00796,-0.00103,FIL-USDT,ANKR-USDT,23,32.79254,0.843
True,-2.898044300806033,0.04558,0.02567,-0.00177,PERP-USDT,BEAMX-USDT,23,18.28123,0.855
True,-2.9378351141654027,0.04112,0.04526,-0.00208,COMBO-USDT,ACH-USDT,23,39.60187,0.674
True,-3.177349508740216,0.02133,1.58117,0.00153,RVN-USDT,1000XEC-USDT,22,20.37772,0.865
True,-4.607878052354028,0.00012,0.03714,-0.00154,BNT-USDT,BEAMX-USDT,22,9.61048,0.917
True,-3.711076627585304,0.00396,3.00035,0.17092,SNX-USDT,CYBER-USDT,22,19.28611,0.882
True,-3.0201758077305914,0.03305,1.9399,-0.02403,POLYX-USDT,FTM-USDT,22,28.47083,0.859
True,-3.3403983174855885,0.01317,0.00113,-6e-05,PORTAL-USDT,SPELL-USDT,21,21.77529,0.784
True,-4.078318711864306,0.00105,0.3097,0.00823,1INCH-USDT,1000RATS-USDT,21,18.71216,0.828
True,-3.2095881180857853,0.01944,0.57143,-0.01566,NTRN-USDT,PIXEL-USDT,20,34.58958,0.85
True,-4.064544807926782,0.00111,10.26534,-0.14317,MATIC-USDT,DOT-USDT,20,22.27913,0.903
True,-3.3588721170850495,0.01244,1152.71832,-0.20447,XVG-USDT,TON-USDT,20,20.99014,0.709
True,-3.214394238139738,0.01917,0.04607,0.05789,COMP-USDT,CAKE-USDT,20,20.03244,0.927
True,-2.903871920413668,0.0449,0.11916,-0.00553,BAND-USDT,BIGTIME-USDT,19,28.60131,0.851
True,-3.9007425664742006,0.00203,0.18988,0.00299,ARB-USDT,CTSI-USDT,19,43.45682,0.899
True,-3.4537438780416143,0.00926,0.20305,-0.00872,HIFI-USDT,DOGE-USDT,18,21.78063,0.846
True,-3.0982818966783747,0.02668,0.0101,0.00953,ETC-USDT,GRT-USDT,18,37.43569,0.899
True,-3.2265419653885714,0.0185,2.15237,-0.07555,MINA-USDT,MANTA-USDT,18,25.68741,0.799
True,-3.2369263639241894,0.01794,0.60205,-0.03868,BEL-USDT,NFP-USDT,18,18.25694,0.734
True,-2.88155322293955,0.04754,0.00027,4e-05,BOND-USDT,SPELL-USDT,18,30.27736,0.873
True,-3.6834385642465706,0.00435,0.11513,0.03488,ZEN-USDT,LQTY-USDT,18,12.76242,0.958
True,-4.747321720763829,7e-05,6.56911,0.03611,KLAY-USDT,ALICE-USDT,18,15.17073,0.947
True,-3.075122034565726,0.02845,0.02382,0.00068,PERP-USDT,MEME-USDT,18,23.95442,0.922
True,-3.469619754642274,0.0088,0.00014,-0.00083,AAVE-USDT,BOME-USDT,18,24.92729,0.848
True,-3.1354370367698214,0.02404,16.52256,-0.03328,MEME-USDT,1INCH-USDT,17,17.65519,0.907
True,-3.301748279083049,0.0148,0.51103,0.01379,MAGIC-USDT,BLUR-USDT,17,26.21683,0.934
True,-3.12829461714829,0.02453,0.00544,0.00065,BAL-USDT,ONE-USDT,16,32.45984,0.854
True,-2.9713847450652273,0.03765,0.00744,2e-05,ALPHA-USDT,SPELL-USDT,16,27.75309,0.926
True,-2.8634171729476114,0.04977,0.31284,-0.01859,ARB-USDT,ENJ-USDT,16,46.66716,0.804
True,-3.013860537786475,0.03362,1.30725,-0.02758,MATIC-USDT,FLOW-USDT,16,28.74805,0.882
True,-3.8932580732760016,0.00209,0.0063,0.00025,BEL-USDT,XVG-USDT,16,14.16022,0.755
True,-3.040263565153841,0.0313,4297.15706,-0.10971,1000SATS-USDT,AGLD-USDT,16,29.22836,0.837
True,-2.8959917646098847,0.04582,0.13728,-0.00475,KNC-USDT,SKL-USDT,16,66.03803,0.856
True,-3.258176825925932,0.01685,0.01126,-0.01522,ETC-USDT,WOO-USDT,15,26.38996,0.922
True,-2.8791744521015117,0.04782,17.06482,0.95491,QTUM-USDT,BSV-USDT,15,33.93458,0.755
True,-3.135254170719086,0.02405,1.33208,-0.00182,ONE-USDT,BEAMX-USDT,15,16.88832,0.857
True,-3.641662226948983,0.00501,0.00509,-0.04269,SOL-USDT,FTM-USDT,15,19.64564,0.921
True,-3.5192517512169856,0.00751,1.1874,0.03186,POLYX-USDT,ZRX-USDT,14,21.85002,0.887
True,-4.067694089525052,0.00109,0.12174,0.03047,DOT-USDT,FLOW-USDT,14,15.49148,0.93
True,-2.927446776650721,0.04225,0.01657,-8.36482,YFI-USDT,TRB-USDT,14,81.61525,-0.077
True,-3.2984877344696764,0.01495,0.18453,0.00437,ENJ-USDT,REN-USDT,14,14.6966,0.892
True,-3.6130969258335233,0.00552,0.07026,-0.40057,METIS-USDT,UNFI-USDT,14,23.8698,0.889
True,-4.023931973420942,0.00129,0.00071,-0.16436,BTCDOM-USDT,ZETA-USDT,14,18.56922,0.562
True,-3.278736784346727,0.01586,1.93881,0.01093,IOTA-USDT,MANA-USDT,14,22.68138,0.925
True,-2.896201015823882,0.04579,0.19361,0.00157,COTI-USDT,BEAMX-USDT,14,21.27348,0.876
True,-3.3508513407299945,0.01275,0.08424,-0.00031,ARPA-USDT,XVG-USDT,14,15.35218,0.79
True,-3.0224843433037134,0.03285,0.13148,0.02997,BADGER-USDT,KNC-USDT,14,55.84097,0.878
True,-3.6307689980467215,0.0052,0.08037,-1.33525,BCH-USDT,AVAX-USDT,14,19.80542,0.919
True,-2.863548474738315,0.04975,0.0001,-2e-05,BOND-USDT,1000SATS-USDT,13,29.85747,0.788
True,-3.0854082425042555,0.02765,2.60599,0.12261,CELO-USDT,IMX-USDT,13,19.97218,0.793
True,-3.8745960390677907,0.00223,0.19476,0.02174,QTUM-USDT,ID-USDT,13,16.25044,0.86
True,-3.224194348305747,0.01863,0.50963,0.03211,PORTAL-USDT,CRV-USDT,13,27.09355,0.748
True,-4.004732045941008,0.00139,0.03415,-0.00552,MASK-USDT,1000LUNC-USDT,13,15.31837,0.89
True,-2.983321938204775,0.03648,0.87002,-0.00474,MINA-USDT,NTRN-USDT,13,32.91681,0.764
True,-3.894330376708211,0.00208,1.31544,-0.01061,OGN-USDT,BIGTIME-USDT,13,11.93393,0.952
True,-3.189516631901432,0.0206,0.64326,-0.01578,MATIC-USDT,MANA-USDT,12,23.66254,0.903
True,-2.912679556341675,0.04389,0.17532,-0.06989,ACE-USDT,ENA-USDT,12,26.25063,0.794
True,-3.1199167807992154,0.02511,1.00844,0.0433,MINA-USDT,HOOK-USDT,12,30.81279,0.762
True,-3.0244286243323457,0.03268,0.91805,0.00167,MEME-USDT,BEAMX-USDT,12,22.16427,0.867
True,-3.3645748627827388,0.01223,0.00112,-0.0012,ZEC-USDT,BEAMX-USDT,12,15.70154,0.895
True,-2.8938894832738296,0.04606,0.34148,-0.17433,GAS-USDT,ZETA-USDT,12,29.70298,0.296
True,-2.8980084937553876,0.04558,0.00036,-0.05005,MKR-USDT,OCEAN-USDT,12,32.93806,0.647
True,-3.17262362024667,0.02163,0.0128,-0.00664,XVS-USDT,NKN-USDT,12,22.97678,0.863
True,-3.2863176788039206,0.0155,1.91637,-0.05902,POWR-USDT,GLM-USDT,12,42.96463,0.472
True,-2.8818923360838973,0.04749,0.18971,0.02034,BEL-USDT,VANRY-USDT,12,37.19002,0.555
True,-3.5349605828844024,0.00713,11.68156,0.06222,WAXP-USDT,PORTAL-USDT,12,18.13551,0.678
True,-3.4697936031688488,0.0088,0.99753,0.02329,HFT-USDT,ONT-USDT,12,48.08774,0.615
True,-3.7279051616142524,0.00374,0.19999,-0.00387,STEEM-USDT,IOTX-USDT,11,33.61416,0.799
True,-3.711166477506732,0.00396,0.0001,-6e-05,ZEN-USDT,SPELL-USDT,11,18.97429,0.949
True,-3.1933045674167877,0.02038,0.32968,0.1328,ZEN-USDT,BOND-USDT,11,27.27232,0.907
True,-2.9039937906198783,0.04489,28.3154,0.13204,1000BONK-USDT,ONDO-USDT,10,42.0555,0.871
True,-2.9679046309429995,0.038,4.33265,0.01151,MEME-USDT,CHZ-USDT,10,34.93794,0.614
True,-3.444593004534138,0.00953,0.54308,0.29814,ZEN-USDT,ACE-USDT,10,15.80063,0.909
True,-3.290997237275095,0.01529,0.07929,0.10432,APT-USDT,HIFI-USDT,10,42.93841,0.737
True,-3.225299088435532,0.01857,11.19312,-0.18211,CFX-USDT,IMX-USDT,10,35.6023,0.678
True,-3.7725149448703323,0.0032,0.46615,0.00495,GMT-USDT,1000LUNC-USDT,10,14.77384,0.885
True,-3.191809260444934,0.02046,0.03706,-0.00438,PORTAL-USDT,BEAMX-USDT,10,25.78988,0.641
True,-2.9523933568174607,0.03959,5.12629,-0.05993,VANRY-USDT,YGG-USDT,10,30.65075,0.87
True,-3.079833981248703,0.02808,0.0119,-0.02178,ETC-USDT,ENJ-USDT,10,33.60635,0.861
True,-3.2658958300232235,0.01647,1.03735,0.08208,SUPER-USDT,JUP-USDT,10,26.41623,0.799
True,-3.921812831766858,0.00188,0.42851,0.01048,MAV-USDT,BIGTIME-USDT,10,9.23537,0.969
True,-3.6422580291453244,0.005,0.00067,0.00145,LINK-USDT,BOME-USDT,10,22.62109,0.882
True,-3.066264270657422,0.02915,19723.20452,-1.39407,DENT-USDT,INJ-USDT,10,28.31019,0.897
True,-3.7711312752066286,0.00322,0.14528,0.02359,STX-USDT,ONT-USDT,10,24.93351,0.82
True,-3.061962284189712,0.0295,27.92766,-5.65257,API3-USDT,METIS-USDT,10,31.81567,0.864
True,-3.3594300894511133,0.01242,0.15434,-0.02644,SNX-USDT,BLUR-USDT,10,21.37962,0.927
True,-3.135420584539878,0.02404,0.37376,-0.01862,DUSK-USDT,TOKEN-USDT,10,28.97355,0.937
True,-3.125461169463603,0.02473,0.00017,0.05799,MKR-USDT,SEI-USDT,10,25.72781,0.715
True,-3.0918248527661785,0.02716,0.02412,0.04555,ETC-USDT,BNT-USDT,10,22.58905,0.936
True,-3.298257663637146,0.01496,0.00085,-4e-05,LQTY-USDT,SPELL-USDT,9,22.04469,0.958
True,-3.193695430661269,0.02035,0.08385,-0.00804,DYDX-USDT,RIF-USDT,9,32.34252,0.783
True,-3.2716188905056947,0.0162,124.03359,-0.06594,IOST-USDT,SUI-USDT,9,31.73493,0.693
True,-3.3231598169164167,0.01387,0.00198,-0.01692,QNT-USDT,ATA-USDT,9,29.49016,0.595
True,-2.955703376574192,0.03924,2.72261,-0.0083,MEME-USDT,REN-USDT,8,13.7283,0.904
True,-4.480920518512226,0.00021,1.30006,-0.00228,VET-USDT,GALA-USDT,8,12.45527,0.753
True,-3.296258127633589,0.01505,24.29819,1.45214,SUSHI-USDT,ETC-USDT,8,20.64028,0.891
True,-2.893213017635117,0.04614,0.06947,0.00302,NTRN-USDT,IOTX-USDT,8,40.97109,0.847
True,-4.041006581573355,0.00121,0.32432,-0.00418,CTSI-USDT,REN-USDT,8,4.98726,0.964
True,-3.419789425773428,0.0103,0.00526,0.01189,NMR-USDT,DOGE-USDT,8,24.29558,0.84
True,-3.1588231213068223,0.0225,3.72682,0.02513,SKL-USDT,ENJ-USDT,8,40.01545,0.869
True,-3.169948460248301,0.02179,0.74053,0.00486,SKL-USDT,REN-USDT,8,18.97391,0.9
True,-3.467469758734667,0.00886,0.14496,-0.01915,BAND-USDT,CTSI-USDT,8,17.85419,0.94
True,-4.260857543629757,0.00052,3.79359,-0.05969,ATA-USDT,W-USDT,8,19.44614,0.883
True,-3.942212993829418,0.00175,15.85613,0.10102,ICX-USDT,QTUM-USDT,8,16.5734,0.899
True,-2.925403752156112,0.04247,0.00087,-0.17914,MKR-USDT,FET-USDT,8,31.74694,0.647
True,-3.3919649696169225,0.01124,0.28637,-0.01291,EOS-USDT,CFX-USDT,8,25.11664,0.806
True,-2.8873167740716337,0.04684,0.39118,-0.02385,ARB-USDT,MAV-USDT,8,30.4714,0.95
True,-3.126242325147166,0.02467,0.08531,0.16794,KSM-USDT,CAKE-USDT,8,26.86601,0.84
True,-3.453343783572978,0.00927,2.01103,-0.01582,OXT-USDT,RDNT-USDT,8,20.09863,0.89
True,-3.427132332688105,0.01007,0.00508,-6e-05,KLAY-USDT,SPELL-USDT,8,27.95932,0.948
True,-3.2254702559369415,0.01856,5.7267,-0.00343,IOST-USDT,1000XEC-USDT,8,25.77301,0.861
True,-2.970262599189417,0.03777,196.30954,0.11405,LINA-USDT,MANTA-USDT,8,31.27268,0.725
True,-3.419972802958609,0.0103,1.38481,1.74639,INJ-USDT,AVAX-USDT,8,24.02652,0.86
True,-3.1161563306257207,0.02538,144.79685,0.24983,IOST-USDT,ZETA-USDT,7,29.09986,0.328
True,-3.6928489645702096,0.00421,0.00034,0.00048,XVS-USDT,LEVER-USDT,7,24.69125,0.385
True,-2.872282694631626,0.04867,5.90015,0.2343,ICX-USDT,ZETA-USDT,7,31.34217,0.318
True,-3.075864592097479,0.02839,3.14136,0.03543,SKL-USDT,BAKE-USDT,7,54.88828,0.645
True,-2.883046092587155,0.04736,884.71446,33.449,LOOM-USDT,TRB-USDT,7,79.24505,-0.082
True,-3.2911017796210125,0.01528,0.08702,0.00061,VET-USDT,LEVER-USDT,7,30.39134,0.383
True,-3.220412744666306,0.01883,0.34352,-0.00738,SXP-USDT,1000LUNC-USDT,7,22.47541,0.826
True,-3.628673588040681,0.00524,0.02765,0.00126,STEEM-USDT,AMB-USDT,7,26.75848,0.58
True,-3.656674722559859,0.00477,0.04458,0.02224,CYBER-USDT,BLUR-USDT,7,18.19241,0.914
True,-3.626910791512446,0.00527,0.30549,-0.02239,ARB-USDT,WOO-USDT,6,30.84751,0.893
True,-3.974266792564757,0.00155,1e-05,-0.01801,ETH-USDT,1000BONK-USDT,6,39.16965,0.945
True,-3.125818502663872,0.0247,0.19347,0.02141,COMBO-USDT,DOGE-USDT,6,73.31013,0.562
True,-2.9113666277988837,0.04404,132.81489,-2.55815,GMT-USDT,NMR-USDT,6,45.57038,0.783
True,-3.0040464887818383,0.03452,0.01188,0.00189,STRK-USDT,CKB-USDT,6,32.13447,0.643
True,-3.0574347071117405,0.02987,1.02543,-0.00404,ACH-USDT,BEAMX-USDT,6,23.52754,0.827
True,-3.6492333900118012,0.00489,0.15114,0.05058,BAL-USDT,KNC-USDT,6,29.38795,0.946
True,-3.634357566007568,0.00514,0.09154,0.00349,SAND-USDT,GALA-USDT,6,13.97735,0.748
True,-3.459311904278622,0.0091,8.56472,-0.70492,LQTY-USDT,CYBER-USDT,6,19.97207,0.883
True,-3.309104692315184,0.01448,0.03374,-0.08737,ETC-USDT,YGG-USDT,6,30.50783,0.913
True,-2.9220723415079077,0.04284,0.03924,-0.00116,GMT-USDT,STMX-USDT,6,23.07182,0.921
True,-2.9270889674326774,0.04229,0.01262,-0.0018,ARB-USDT,BOME-USDT,6,37.0301,0.713
True,-3.332966922343851,0.01347,0.00022,9e-05,APT-USDT,REEF-USDT,6,24.50678,0.88
True,-4.776367120015436,6e-05,0.02698,0.00054,LRC-USDT,STMX-USDT,6,11.23709,0.952
True,-3.0375502325050547,0.03153,2.19528,0.17266,COMBO-USDT,MANTA-USDT,6,31.50373,0.673
True,-3.0228880804535465,0.03281,1631.57504,-0.26543,HOT-USDT,GAL-USDT,6,29.35083,0.833
True,-3.8504616348002187,0.00243,0.16425,0.00393,BAT-USDT,GALA-USDT,6,12.84513,0.701
