is_coint,adf_statistic,p_value,hedge_ratio,intercept,base,target,zero_crossings,half_life,spearman
True,-4.109999298875776,0.00093,-0.01031,0.04425,LSK-USDT,BEAMX-USDT,0,17.57377,-0.587
True,-4.185992843084833,0.0007,2.7224,34.75008,LSK-USDT,EGLD-USDT,0,22.75498,0.387
True,-3.154503567296498,0.02277,-1.06622,11.50295,LSK-USDT,XVS-USDT,0,24.04926,-0.383
True,-2.8817878636701684,0.04751,-0.0026,0.1129,LSK-USDT,XLM-USDT,0,27.4788,-0.118
True,-3.543544930731426,0.00694,11692.86508,73.11431,RSR-USDT,SOL-USDT,0,18.30257,0.914
True,-3.350064212704171,0.01278,-0.02825,0.86221,LSK-USDT,SFP-USDT,0,16.61372,-0.222
True,-3.235884243505886,0.018,-0.04757,2.49156,LSK-USDT,WAVES-USDT,0,31.70695,-0.088
True,-3.361178443046532,0.01236,-0.09699,1.11711,LSK-USDT,XTZ-USDT,0,21.18206,-0.417
True,-3.402070482007072,0.01089,0.0155,0.08067,LSK-USDT,HBAR-USDT,0,27.88678,0.48
True,-2.9380862056209174,0.04109,0.1853,0.17394,LSK-USDT,ONG-USDT,0,46.4756,0.668
True,-3.2874308690814664,0.01545,-0.00033,0.00293,LSK-USDT,HOT-USDT,0,25.20687,-0.419
True,-3.08326552958688,0.02782,-0.02789,0.20447,LSK-USDT,DOGE-USDT,0,36.43924,-0.443
True,-2.9476408969825396,0.04008,-0.00028,0.00613,LSK-USDT,XVG-USDT,0,30.50702,-0.083
True,-2.932551151515558,0.04169,0.00127,0.00213,GTC-USDT,LEVER-USDT,0,33.20594,0.288
True,-3.0416715703293895,0.03118,154.91456,398.57328,GTC-USDT,BNB-USDT,0,20.92947,0.841
True,-3.4888449487394637,0.00828,-0.00819,0.1152,PORTAL-USDT,HBAR-USDT,0,27.15165,-0.108
True,-3.582325313883617,0.00611,9e-05,0.04215,ENS-USDT,GALA-USDT,0,15.90539,0.484
True,-3.5044386082377934,0.00787,-0.01413,39.90028,ENS-USDT,EGLD-USDT,0,22.26964,0.167
True,-3.1984752198108763,0.02007,0.05596,8.58062,ENS-USDT,XVS-USDT,0,20.97934,0.763
True,-3.2151768797506923,0.01912,0.00111,0.7914,ENS-USDT,SFP-USDT,0,17.7199,0.347
True,-3.0576808774239765,0.02985,0.00702,2.28002,ENS-USDT,WAVES-USDT,0,33.07505,0.526
True,-3.110082229336256,0.02582,0.00479,0.8567,ENS-USDT,XTZ-USDT,0,21.80648,0.857
True,-3.650848997635155,0.00486,-0.0002,0.11215,ENS-USDT,HBAR-USDT,0,26.28855,-0.082
True,-2.999870533095456,0.03491,2e-05,0.00207,ENS-USDT,HOT-USDT,0,32.09418,0.808
True,-2.889057059086488,0.04664,3e-05,0.00512,ENS-USDT,XVG-USDT,0,30.58911,0.187
True,-2.988524499335066,0.03598,0.00544,0.34822,ENS-USDT,CRV-USDT,0,20.82536,0.883
True,-3.3468102013563352,0.01291,0.00042,0.01816,ENS-USDT,BEAMX-USDT,0,13.54125,0.892
True,-3.5979770147887695,0.0058,0.00866,0.51722,ENS-USDT,OMG-USDT,0,18.39316,0.906
True,-3.1198536434551705,0.02512,0.29316,101.90936,ENS-USDT,TRB-USDT,0,73.93341,-0.395
True,-3.1154471026723303,0.02543,0.13753,27.00148,ENS-USDT,DASH-USDT,0,24.1886,0.812
True,-2.892701713475954,0.0462,0.01194,4.85778,ENS-USDT,GAS-USDT,0,25.1153,0.543
True,-3.1971284335475336,0.02015,0.26509,22.29886,ENS-USDT,NMR-USDT,0,32.33498,0.723
True,-3.690125226170699,0.00425,0.03905,3.67983,ENS-USDT,FXS-USDT,0,19.36542,0.858
True,-3.744013329710946,0.00353,0.00121,0.04125,ENS-USDT,REN-USDT,0,9.42855,0.945
True,-3.0464342690047137,0.03078,0.0001,0.02195,ENS-USDT,ZIL-USDT,0,23.67208,0.764
True,-3.563782147402556,0.00649,37.20375,0.24285,RSR-USDT,ZRX-USDT,0,19.73191,0.927
True,-3.5547201381986944,0.00669,0.02269,2.94327,ENS-USDT,MASK-USDT,0,19.29006,0.857
True,-3.135955671679369,0.024,2.67023,36.36537,GTC-USDT,EGLD-USDT,0,26.6969,0.139
True,-3.2981819044111194,0.01496,0.00292,0.128,ENS-USDT,BIGTIME-USDT,0,24.64571,0.892
True,-3.009557084793543,0.03401,0.05681,0.09184,LDO-USDT,CTSI-USDT,0,29.28406,0.851
True,-3.195166074185644,0.02027,-0.38334,2.57594,LDO-USDT,LSK-USDT,0,25.40362,-0.677
True,-3.0392330165993138,0.03139,0.00131,0.01922,LDO-USDT,USTC-USDT,0,29.07764,0.338
True,-3.006982225038016,0.03425,0.20463,0.81382,LDO-USDT,GTC-USDT,0,30.04464,0.699
True,-3.982294998369727,0.00151,-0.01152,1.76455,ENS-USDT,ZETA-USDT,0,20.12827,-0.357
True,-2.9136904234674947,0.04378,0.00211,0.09393,ENS-USDT,1000RATS-USDT,0,33.21901,0.762
True,-2.8689333627916187,0.04908,0.00347,0.05001,ENS-USDT,TOKEN-USDT,0,30.25826,0.95
True,-3.1781400432973617,0.02129,0.0002,0.02066,ENS-USDT,1000SHIB-USDT,0,27.89025,0.77
True,-4.483490679619098,0.00021,0.00095,0.09187,ENS-USDT,1000LUNC-USDT,0,12.88743,0.85
True,-3.1517127490817867,0.02296,0.00321,0.47864,ENS-USDT,STORJ-USDT,0,25.7235,0.808
True,-3.60056188611267,0.00575,0.00113,0.00821,ENS-USDT,1000BONK-USDT,0,13.31157,0.938
True,-2.8652619331275266,0.04954,1.07865,115.30452,ENS-USDT,XMR-USDT,0,28.68724,0.669
True,-3.802747121884986,0.00288,0.00302,0.54544,ENS-USDT,LUNA2-USDT,0,9.97178,0.567
True,-3.499350786239025,0.008,1e-05,0.00351,ENS-USDT,LEVER-USDT,0,29.41844,0.159
True,-2.8726735751737964,0.04862,0.01259,0.99561,ENS-USDT,ALICE-USDT,0,24.91552,0.938
True,-3.260998923971362,0.01671,0.00091,0.07692,ENS-USDT,FLM-USDT,0,21.91077,0.907
True,-3.526388878399666,0.00733,1e-05,0.00067,ENS-USDT,SPELL-USDT,0,17.75606,0.951
True,-2.9201934164321672,0.04305,2.00989,552.84738,ENS-USDT,BNB-USDT,0,26.5505,0.631
True,-2.906362860986327,0.04461,0.00523,0.18812,ENS-USDT,BAKE-USDT,0,35.38222,0.665
True,-3.1181484224577956,0.02524,0.00221,0.11183,ENS-USDT,DAR-USDT,0,29.33465,0.88
True,-3.533169574923785,0.00717,0.29187,24.73062,ENS-USDT,KSM-USDT,0,21.21329,0.857
True,-2.9723460026421713,0.03756,0.34467,0.25647,PORTAL-USDT,STORJ-USDT,0,33.70474,0.646
True,-3.0730803631679047,0.02861,0.08765,0.03774,PORTAL-USDT,1000LUNC-USDT,0,20.86342,0.686
True,-2.997873460503042,0.03509,0.10438,0.03133,PORTAL-USDT,NKN-USDT,0,29.5596,0.747
True,-3.4154824995140722,0.01044,0.10046,-0.05307,PORTAL-USDT,1000BONK-USDT,0,23.02703,0.713
True,-3.209491983196471,0.01944,0.12259,0.08632,PORTAL-USDT,ALGO-USDT,0,27.17089,0.703
True,-3.3987653314790935,0.011,0.32938,0.3323,PORTAL-USDT,LUNA2-USDT,0,11.27327,0.575
True,-3.012342611091789,0.03376,0.16368,0.38906,PORTAL-USDT,XRP-USDT,0,26.37846,0.592
True,-4.01764333580847,0.00132,0.00261,0.00157,PORTAL-USDT,LEVER-USDT,0,26.1518,0.456
True,-3.190543815180041,0.02054,20067.24364,318.98292,RSR-USDT,BCH-USDT,0,21.90368,0.916
True,-2.8800894868044056,0.04771,2.12789,1.62314,PORTAL-USDT,MASK-USDT,0,34.12902,0.648
True,-3.0810349600792035,0.02799,6.25791,0.47653,RSR-USDT,XRP-USDT,0,23.78716,0.634
True,-2.8669190909684397,0.04933,12.30604,0.57732,RSR-USDT,KAVA-USDT,0,24.04918,0.677
True,-3.029841436237148,0.0322,9.18265,32.19155,PORTAL-USDT,EGLD-USDT,0,29.32891,0.271
True,-3.238451933180416,0.01786,6.71969,4.12986,PORTAL-USDT,XVS-USDT,0,21.9228,0.723
True,-3.2838732119366054,0.01561,5.07531,-1.0949,PORTAL-USDT,WIF-USDT,0,27.15479,0.648
True,-3.142898025273804,0.02354,0.15579,0.68491,PORTAL-USDT,SFP-USDT,0,18.79742,0.356
True,-2.8811918533966936,0.04758,0.63182,1.89304,PORTAL-USDT,WAVES-USDT,0,42.02029,0.282
True,-3.149411782421206,0.02311,0.54613,0.49929,PORTAL-USDT,XTZ-USDT,0,27.53218,0.713
True,-2.941289028481872,0.04075,1.19332,0.03963,RSR-USDT,1000XEC-USDT,0,27.87047,0.708
True,-3.432568025055818,0.0099,0.32543,-0.08379,PORTAL-USDT,BIGTIME-USDT,0,16.8776,0.838
True,-2.8696018641516883,0.049,0.01917,0.00877,PORTAL-USDT,1000SHIB-USDT,0,36.34918,0.567
True,-3.5147522731885537,0.00762,0.34296,-0.16618,PORTAL-USDT,TOKEN-USDT,0,21.10931,0.721
True,-3.2727597841202583,0.01614,99.14291,1.55299,RSR-USDT,IMX-USDT,0,28.32586,0.773
True,-4.154360445618892,0.00079,0.00323,0.62899,ENS-USDT,COMBO-USDT,0,16.57015,0.726
True,-2.991625982044445,0.03568,-0.00905,0.48857,ENS-USDT,BLZ-USDT,0,30.54968,-0.734
True,-3.6311672132927675,0.00519,0.00137,0.08856,ENS-USDT,ALPHA-USDT,0,17.5771,0.928
True,-3.315540717586356,0.0142,0.00315,0.75437,ENS-USDT,EOS-USDT,0,26.11658,0.732
True,-3.197469794270938,0.02013,0.00192,0.3041,ENS-USDT,SXP-USDT,0,21.58531,0.882
True,-2.9864083862865596,0.03618,0.0113,0.53067,ENS-USDT,BNT-USDT,0,26.73163,0.874
True,-3.953738500256461,0.00167,0.01167,0.85106,ENS-USDT,LQTY-USDT,0,16.90452,0.914
True,-3.7494918857979425,0.00347,0.00353,0.14364,ENS-USDT,CTSI-USDT,0,27.00325,0.912
True,-3.035321346847516,0.03172,0.00028,0.01568,ENS-USDT,ONE-USDT,0,25.12591,0.821
True,-3.998500495166629,0.00142,-0.02649,2.27411,ENS-USDT,LSK-USDT,0,18.13644,-0.685
True,-3.7909615537068113,0.003,0.00037,0.01946,ENS-USDT,MEME-USDT,0,18.63256,0.893
True,-3.28605678976991,0.01551,0.00014,0.01933,ENS-USDT,USTC-USDT,0,25.06377,0.373
True,-3.4934397883830974,0.00816,0.01381,0.98079,ENS-USDT,GTC-USDT,0,19.55444,0.719
True,-3.3093821200722964,0.01446,-0.51915,1.97916,PORTAL-USDT,ZETA-USDT,0,24.27374,-0.193
True,-3.0659854130116413,0.02917,11820.17353,385.15911,TLM-USDT,BNB-USDT,0,20.09042,0.811
True,-3.150745142446124,0.02302,9.31009,0.53214,RSR-USDT,LUNA2-USDT,0,12.44805,0.443
True,-2.9350420058476745,0.04142,0.73903,-0.40714,PORTAL-USDT,MYRO-USDT,0,31.23335,0.572
True,-3.0451050353438935,0.03089,0.9869,5.39871,LDO-USDT,AXS-USDT,0,29.44769,0.812
True,-4.658092790226689,0.0001,0.20067,0.65364,LDO-USDT,LQTY-USDT,0,12.3582,0.93
True,-3.6768107602032862,0.00445,0.03453,0.26846,LDO-USDT,SXP-USDT,0,18.18732,0.839
True,-3.0824835151599967,0.02788,0.00023,0.79071,ILV-USDT,SFP-USDT,0,19.46223,0.093
True,-2.931470338362333,0.04181,0.00158,0.45942,ILV-USDT,LUNA2-USDT,0,13.58249,0.48
True,-3.5068306496528674,0.00781,0.00163,0.37686,ILV-USDT,XRP-USDT,0,18.43684,0.775
True,-2.963332458611932,0.03846,-0.05329,11.03406,ILV-USDT,TON-USDT,0,36.21312,-0.66
True,-2.9735450266161023,0.03744,0.00221,0.33954,ILV-USDT,STORJ-USDT,0,40.18706,0.586
True,-4.263925359758689,0.00051,0.09825,30.90275,ILV-USDT,EGLD-USDT,0,24.86139,0.419
True,-4.010441829973151,0.00136,0.00038,0.07446,ILV-USDT,XLM-USDT,0,15.99514,0.874
True,-3.324727185945686,0.01381,-0.048,7.64838,ILV-USDT,UMA-USDT,0,29.60789,-0.54
True,-3.7029343621720825,0.00407,98.90094,2.63291,RSR-USDT,MASK-USDT,0,19.75462,0.828
True,-3.1251922264674548,0.02474,0.00513,1.94932,ILV-USDT,WAVES-USDT,0,37.7647,0.304
True,-3.0534935010205815,0.03019,0.00314,0.25189,ILV-USDT,SEI-USDT,0,34.28504,0.591
True,-2.909919894112317,0.04421,0.0041,0.57772,ILV-USDT,XTZ-USDT,0,34.50256,0.699
True,-3.3639723018791967,0.01225,0.00015,0.09499,ILV-USDT,HBAR-USDT,0,31.39277,0.192
True,-3.175653359221439,0.02144,-2e-05,0.00758,ILV-USDT,XVG-USDT,0,24.71193,-0.297
True,-3.785081538417023,0.00306,0.00017,0.02887,ILV-USDT,GALA-USDT,0,15.1121,0.497
True,-3.020007656979729,0.03307,-1.76155,263.94095,ILV-USDT,TRB-USDT,0,44.75935,-0.513
True,-2.8896955937736633,0.04656,0.0126,3.95085,ILV-USDT,GAS-USDT,0,30.05498,0.5
True,-3.3606258673879377,0.01238,0.00011,0.01437,ILV-USDT,ZIL-USDT,0,26.64363,0.724
True,-3.3924291657437076,0.01122,0.00236,0.47705,ILV-USDT,COMBO-USDT,0,24.56312,0.518
True,-3.326376960757068,0.01374,0.00033,0.01639,ILV-USDT,ANKR-USDT,0,18.87395,0.897
True,-3.3615677792390826,0.01234,121.60025,38.76401,RSR-USDT,EGLD-USDT,0,23.73183,0.156
True,-3.037485334986112,0.03154,0.00013,0.02242,ILV-USDT,ORBS-USDT,0,32.20967,0.677
True,-3.3867574139554413,0.01142,0.00534,0.00919,ARKM-USDT,USTC-USDT,0,19.26225,0.491
True,-2.9545239999182304,0.03937,3.52378,5.25527,GTC-USDT,XVS-USDT,0,25.7672,0.684
True,-3.0736639993857167,0.02856,0.01796,0.78932,GTC-USDT,SFP-USDT,0,19.5607,0.09
True,-3.092770636230159,0.02709,0.00775,0.03421,GTC-USDT,GALA-USDT,0,17.78443,0.302
True,-3.165066739814987,0.0221,19.21547,0.80321,RSR-USDT,XTZ-USDT,0,26.02983,0.684
True,-3.0203310962815806,0.03304,-1.20818,16.98533,GTC-USDT,NEO-USDT,0,27.45544,-0.13
True,-3.1647844214479672,0.02212,0.18145,0.46395,GTC-USDT,COMBO-USDT,0,23.66503,0.507
True,-2.8936463619629422,0.04609,-0.41169,0.83201,GTC-USDT,BLZ-USDT,0,34.36075,-0.586
True,-2.870297864520906,0.04891,0.22637,-0.23008,GTC-USDT,PEOPLE-USDT,0,31.61354,0.77
True,-3.2789854796498124,0.01584,-1.05955,3.10054,GTC-USDT,LSK-USDT,0,28.07571,-0.496
True,-3.3649389683295294,0.01221,0.01413,0.00453,GTC-USDT,USTC-USDT,0,16.55568,0.749
True,-3.294662737011418,0.01512,0.07706,0.41634,ARKM-USDT,LUNA2-USDT,0,10.74743,0.491
True,-3.06771838620577,0.02904,0.00055,0.00237,ARKM-USDT,LEVER-USDT,0,32.81155,0.136
True,-3.7288321343615514,0.00373,2.27985,34.22106,ARKM-USDT,EGLD-USDT,0,26.77024,0.338
True,-4.0408091102593025,0.00121,-0.04019,0.90703,ARKM-USDT,SFP-USDT,0,11.95903,-0.422
True,-3.2613019403967787,0.0167,0.00307,0.03643,ARKM-USDT,GALA-USDT,0,17.58404,0.201
True,-3.6200503791457606,0.00539,59.53183,1.97394,RSR-USDT,WAVES-USDT,0,21.2755,0.813
True,-3.265354244685852,0.0165,0.01908,0.64151,ARKM-USDT,COMBO-USDT,0,25.36173,0.098
True,-3.5437736934986113,0.00693,0.00303,0.54151,ILV-USDT,EOS-USDT,0,29.05844,0.697
True,-2.920666636624688,0.043,0.00069,1.05253,ILV-USDT,JUP-USDT,0,43.35094,0.087
True,-3.3195118705303983,0.01403,0.05869,0.69186,LDO-USDT,EOS-USDT,0,26.30024,0.697
True,-4.216629811483666,0.00062,0.09998,0.19301,LDO-USDT,BLUR-USDT,0,15.81335,0.949
True,-3.711964866181821,0.00395,0.09034,0.75946,LDO-USDT,XTZ-USDT,0,18.42511,0.836
True,-3.696002635491078,0.00417,-0.00355,0.11575,LDO-USDT,HBAR-USDT,0,25.36414,-0.232
True,-3.149261740902819,0.02312,0.00028,0.00178,LDO-USDT,HOT-USDT,0,25.50615,0.792
True,-3.4481323621360183,0.00942,0.00172,0.04025,LDO-USDT,GALA-USDT,0,15.80616,0.308
True,-3.149856454421742,0.02308,0.08865,0.26609,LDO-USDT,CRV-USDT,0,25.08298,0.877
True,-3.119332931887328,0.02516,0.1336,0.40182,LDO-USDT,OMG-USDT,0,29.88035,0.815
True,-3.2602072010129715,0.01675,-8.57784,124.56724,LDO-USDT,TRB-USDT,0,68.50101,-0.356
True,-3.195273730525836,0.02026,2.19331,25.02276,LDO-USDT,DASH-USDT,0,27.81468,0.734
True,-2.880582822569796,0.04765,0.21756,4.63087,LDO-USDT,GAS-USDT,0,26.09322,0.462
True,-3.8268981578673738,0.00264,-0.16767,1.89771,LDO-USDT,ZETA-USDT,0,20.84127,-0.428
True,-2.993943933731943,0.03546,3.40601,20.15104,LDO-USDT,NMR-USDT,0,42.1887,0.605
True,-3.5052514231699514,0.00785,0.64333,3.07623,LDO-USDT,FXS-USDT,0,21.72262,0.811
True,-3.0744162502924457,0.02851,0.01958,0.02327,LDO-USDT,REN-USDT,0,11.47647,0.891
True,-2.903701944997334,0.04492,7792.43733,532.37769,RSR-USDT,BNB-USDT,0,30.85476,0.573
True,-3.4516636742941413,0.00932,0.00193,0.01981,LDO-USDT,ZIL-USDT,0,21.90362,0.733
True,-3.674734810033604,0.00448,1.87631,4.57368,LDO-USDT,CYBER-USDT,0,20.45485,0.913
True,-2.940795426743812,0.04081,4.63811,20.56499,LDO-USDT,KSM-USDT,0,27.57588,0.77
True,-4.355084905654402,0.00036,0.06054,0.56414,LDO-USDT,COMBO-USDT,0,15.25502,0.697
True,-3.0042428366683387,0.0345,0.10004,2.20313,LDO-USDT,WAVES-USDT,0,35.2506,0.306
True,-3.0528838092298534,0.03024,25.72322,0.70841,RSR-USDT,FLOW-USDT,0,26.51974,0.789
True,-3.340720134009748,0.01315,14.49076,0.43112,RSR-USDT,STORJ-USDT,0,23.43541,0.777
True,-3.1654080405435616,0.02208,0.01521,0.78054,LDO-USDT,SFP-USDT,0,18.44316,0.271
True,-3.0847301844547026,0.0277,2865461.74166,44308.9047,RSR-USDT,BTC-USDT,0,22.32724,0.904
True,-4.82310875688054,5e-05,0.0515,0.07598,LDO-USDT,BIGTIME-USDT,0,12.99457,0.916
True,-3.551880520576369,0.00675,0.01341,0.0817,LDO-USDT,1000LUNC-USDT,0,19.66157,0.718
True,-2.9705644698158453,0.03774,0.01563,0.08438,LDO-USDT,NKN-USDT,0,29.4424,0.782
True,-2.981215084520743,0.03669,0.01647,0.15245,LDO-USDT,ALGO-USDT,0,29.61477,0.682
True,-3.0400030103962696,0.03132,0.00116,0.00524,LDO-USDT,STMX-USDT,0,36.97923,0.812
True,-3.7845789266569483,0.00307,0.05074,0.49681,LDO-USDT,LUNA2-USDT,0,10.03339,0.627
True,-3.504170365760235,0.00788,0.00012,0.00346,LDO-USDT,LEVER-USDT,0,29.90511,0.102
True,-3.798958263936162,0.00292,0.01589,0.06101,LDO-USDT,FLM-USDT,0,18.74334,0.885
True,-3.3014936961944605,0.01481,0.00017,0.00051,LDO-USDT,SPELL-USDT,0,23.81933,0.892
True,-3.1690427721573893,0.02185,0.21494,1.24475,LDO-USDT,MANTA-USDT,0,25.69402,0.749
True,-2.882633950562549,0.04741,30.47279,527.13592,LDO-USDT,BNB-USDT,0,31.35584,0.689
True,-3.056291220207148,0.02996,0.053,0.42881,LDO-USDT,STORJ-USDT,0,27.85049,0.732
True,-3.4534150760303475,0.00927,0.35079,2.63932,LDO-USDT,MASK-USDT,0,24.8774,0.76
True,-2.9440104740585396,0.04046,0.00676,0.012,LDO-USDT,BEAMX-USDT,0,15.93233,0.788
True,-3.389305823216077,0.01133,0.36161,38.91322,LDO-USDT,EGLD-USDT,0,23.46983,0.1
True,-3.300746573124961,0.01485,0.91292,7.73397,LDO-USDT,XVS-USDT,0,23.30694,0.724
True,-3.0727473856221117,0.02864,0.12521,0.00154,TLM-USDT,LEVER-USDT,0,31.75995,0.352
True,-3.0039597731105294,0.03453,-0.38238,4.41282,JTO-USDT,DYM-USDT,0,23.83072,-0.702
True,-3.122960484065385,0.0249,122.94644,1.23116,TLM-USDT,MASK-USDT,0,15.85933,0.926
True,-3.0414838635745567,0.0312,-64.44759,240.022,DYDX-USDT,TRB-USDT,0,50.00378,-0.235
True,-3.06867652126805,0.02896,0.53835,0.44796,DYDX-USDT,ZETA-USDT,0,29.09036,0.341
True,-2.972366242456489,0.03756,-2.43376,11.30835,DYDX-USDT,TON-USDT,0,39.50024,-0.439
True,-3.603915426048199,0.00569,0.00075,0.00214,DYDX-USDT,LEVER-USDT,0,32.0951,0.268
True,-3.6550444020466935,0.00479,11.77223,15.37974,DYDX-USDT,EGLD-USDT,0,17.92023,0.811
True,-3.3296972166437606,0.0136,-2.55575,8.64529,DYDX-USDT,UMA-USDT,0,29.3865,-0.311
True,-3.145448432493209,0.02337,0.01986,0.06762,DYDX-USDT,HBAR-USDT,0,36.72272,0.311
True,-3.0809128289292365,0.028,-0.00075,0.00717,DYDX-USDT,XVG-USDT,0,26.84273,-0.11
True,-3.491102066289336,0.00822,0.01327,0.01638,DYDX-USDT,GALA-USDT,0,15.41987,0.56
True,-3.0735009700714384,0.02858,-1473.08812,0.74364,1000SATS-USDT,BLZ-USDT,0,31.46249,-0.642
True,-3.170948473726117,0.02173,0.01041,0.00813,YGG-USDT,TLM-USDT,0,20.39725,0.884
True,-2.904146294533972,0.04487,1045.44723,-0.16633,1000SATS-USDT,TRU-USDT,0,27.75583,0.85
True,-3.257454015789988,0.01689,0.20205,-0.0931,DYDX-USDT,ONT-USDT,0,30.42228,0.76
True,-3.6591971101455485,0.00473,3.04991,2.35753,DYDX-USDT,ATOM-USDT,0,19.38045,0.863
True,-3.3696663144059067,0.01204,5.80199,3.54074,DYDX-USDT,NEO-USDT,0,25.50024,0.798
True,-3.0777721749487816,0.02824,0.17529,0.32557,DYDX-USDT,COMBO-USDT,0,30.43812,0.501
True,-3.592081458880439,0.00591,0.01186,-0.00799,DYDX-USDT,CKB-USDT,0,20.21204,0.784
True,-3.0556357050129876,0.03002,-0.00176,0.02551,DYDX-USDT,USTC-USDT,0,28.1535,-0.081
True,-3.805875063444432,0.00285,735.01697,0.47859,1000SATS-USDT,COMBO-USDT,0,19.06809,0.617
True,-3.0122625181902887,0.03376,3.06405,-0.41183,ADA-USDT,SUPER-USDT,0,30.95805,0.684
True,-3.289557529246753,0.01535,0.43036,0.61428,ADA-USDT,PORTAL-USDT,0,23.56596,0.215
True,-3.060095946240142,0.02965,3.63329,-0.55393,ADA-USDT,JUP-USDT,0,34.7875,0.741
True,-4.007339904615439,0.00137,284.05459,0.0327,1000SATS-USDT,ALPHA-USDT,0,16.21786,0.945
True,-3.419950393755224,0.0103,0.00101,0.00117,YGG-USDT,REEF-USDT,0,22.26607,0.87
True,-2.862548384256989,0.04988,5.62337,9.74565,YGG-USDT,MOVR-USDT,0,40.89387,0.417
True,-3.1942319818641605,0.02032,36.33561,0.01159,1000SATS-USDT,USTC-USDT,0,24.90189,0.527
True,-3.328292598973521,0.01366,7.02116,-0.95077,ADA-USDT,IMX-USDT,0,31.31531,0.728
True,-3.3828627515933247,0.01156,0.00255,0.00252,ADA-USDT,LEVER-USDT,0,32.27216,0.114
True,-2.9261005965531695,0.0424,40.16029,21.20968,ADA-USDT,EGLD-USDT,0,31.11897,0.507
True,-3.023700254744426,0.03274,0.14754,0.74366,ADA-USDT,SFP-USDT,0,20.15439,0.123
True,-3.3033682542865876,0.01473,0.20221,0.01572,ADA-USDT,HBAR-USDT,0,30.69025,0.651
True,-3.427348642033797,0.01006,0.06415,0.01428,ADA-USDT,GALA-USDT,0,16.08375,0.646
True,-3.157149688807522,0.0226,53.98086,82.3908,ADA-USDT,TRB-USDT,0,75.45082,-0.128
True,-3.8440299534183895,0.00249,0.51951,-0.0192,ADA-USDT,CFX-USDT,0,18.41797,0.876
True,-2.8754024079752294,0.04828,0.63048,0.39746,ADA-USDT,COMBO-USDT,0,30.85842,0.36
True,-2.9387082416952826,0.04103,1.31613,0.20666,ADA-USDT,EOS-USDT,0,32.80481,0.757
True,-3.094938388470546,0.02693,0.24334,-0.02838,ADA-USDT,LOOM-USDT,0,24.4697,0.852
True,-3.201050554006963,0.01992,78.18074,0.00402,1000SATS-USDT,MEME-USDT,0,25.26538,0.913
True,-2.943720226775246,0.0405,1.30491,-0.06733,ADA-USDT,SEI-USDT,0,23.86586,0.75
True,-3.7075418479523115,0.00401,-3964.35075,2.92217,1000SATS-USDT,LSK-USDT,0,24.54223,-0.53
True,-3.1486046096372866,0.02316,0.1982,0.40329,DYDX-USDT,PORTAL-USDT,0,25.26319,0.388
True,-2.910077465428947,0.04419,145726.12228,65.86994,1000SATS-USDT,TRB-USDT,0,79.99662,-0.101
True,-4.2629777337575465,0.00051,0.12814,0.03671,DYDX-USDT,HFT-USDT,0,15.17786,0.831
True,-3.8653733353976305,0.0023,11094.68329,36.50201,1000SATS-USDT,EGLD-USDT,0,26.33396,0.239
True,-4.7794185984415005,6e-05,4.5657,1.95397,WOO-USDT,MASK-USDT,0,13.81596,0.939
True,-3.280991019451088,0.01575,8.9012,36.92353,WOO-USDT,EGLD-USDT,0,24.92788,0.25
True,-3.032539792073316,0.03197,10.90835,6.24826,WOO-USDT,XVS-USDT,0,22.192,0.792
True,-3.097825911130615,0.02671,0.11043,0.77761,WOO-USDT,SFP-USDT,0,19.28875,0.142
True,-3.1288114499073316,0.02449,2.02027,1.78797,WOO-USDT,WAVES-USDT,0,33.15019,0.67
True,-3.9090214448931127,0.00197,1.02877,0.62795,WOO-USDT,XTZ-USDT,0,17.44798,0.882
True,-3.235541318747772,0.01802,0.01947,0.1026,WOO-USDT,HBAR-USDT,0,31.5733,0.126
True,-3.0074860705825297,0.0342,0.33499,0.05183,WOO-USDT,DOGE-USDT,0,31.73017,0.891
True,-3.527263076111832,0.00731,0.03149,0.0341,WOO-USDT,GALA-USDT,0,15.14048,0.564
True,-3.8918922783558196,0.0021,0.97848,0.14653,WOO-USDT,CRV-USDT,0,19.30966,0.928
True,-2.884719114378082,0.04715,0.01512,0.02145,WOO-USDT,CELR-USDT,0,33.2727,0.373
True,-4.9742571427724505,2e-05,1.59035,0.18623,WOO-USDT,OMG-USDT,0,12.84599,0.955
True,-3.086585829779233,0.02756,4947.96784,1.9483,1000SATS-USDT,MASK-USDT,0,23.08436,0.888
True,-3.0771116542056993,0.02829,68.92148,86.08844,WOO-USDT,TRB-USDT,0,75.52368,-0.17
True,-3.919761726991022,0.00189,29.21968,20.53184,WOO-USDT,DASH-USDT,0,18.86222,0.895
True,-3.0278465952819764,0.03237,3.59368,3.9727,WOO-USDT,GAS-USDT,0,23.7413,0.733
True,-3.390520358734532,0.01129,53.35027,10.73747,WOO-USDT,NMR-USDT,0,29.96331,0.859
True,-3.919112867827148,0.0019,0.69603,0.32336,WOO-USDT,STORJ-USDT,0,18.96845,0.902
True,-3.414863529941563,0.01046,12907.66112,5.92691,1000SATS-USDT,XVS-USDT,0,18.93346,0.76
True,-3.195923498872453,0.02022,-1.36445,17.478,DYDX-USDT,MOVR-USDT,0,33.63029,-0.112
True,-3.0836055135370812,0.02779,221.07663,0.74873,1000SATS-USDT,SFP-USDT,0,19.03579,0.299
