,累积净值,年化收益,月化收益,月信息比,月化波动,月化收益回撤比,最大回撤,最大回撤开始时间,最大回撤结束时间,盈利周期数,亏损周期数,胜率,每周期平均收益,盈亏收益比,单周期最大盈利,单周期大亏损,最大连续盈利周期数,最大连续亏损周期数
策略评价,1.824,1186.186,0.803,5.443,0.148,15.412667,-5.21%,2024-10-15 14:00:00,2024-10-18 12:00:00,127.0,618.0,17.05%,0.082%,10.26,4.65%,-1.95%,6.0,75.0
