is_coint,adf_statistic,p_value,hedge_ratio,intercept,base,target,zero_crossings,half_life
True,-5.033033165476346,2e-05,982.0746,1.98157,LINA-USDT,LPT-USDT,100,124.05037
True,-5.029506997545458,2e-05,0.05195,0.01374,BAND-USDT,NKN-USDT,100,125.56876
True,-6.108747527815339,0.0,0.00715,0.00186,CELO-USDT,LINA-USDT,100,122.93915
True,-5.287714506322779,1e-05,0.04054,-0.02423,GTC-USDT,ROSE-USDT,100,145.68615
True,-4.513651054802216,0.00019,76.50478,-6.72388,ICX-USDT,AXS-USDT,100,145.29669
True,-3.1348510173894457,0.02408,186.69787,17.90689,BAT-USDT,AAVE-USDT,100,253.70872
True,-3.828177769566899,0.00263,100.23705,3.92352,ADA-USDT,DASH-USDT,100,294.94946
True,-4.39036302004312,0.00031,0.25919,0.30735,FIL-USDT,MASK-USDT,100,415.32127
True,-2.971065037353656,0.03769,0.01301,0.00283,1INCH-USDT,1000SHIB-USDT,100,223.29818
True,-4.548736407490202,0.00016,1.44803,0.01955,OGN-USDT,BAKE-USDT,100,256.91444
True,-3.5999087492204485,0.00576,1e-05,-0.0012,MKR-USDT,DGB-USDT,100,319.03884
True,-3.52615569624966,0.00734,0.0832,6.38838,MKR-USDT,AAVE-USDT,100,283.67165
True,-4.706361011070283,8e-05,0.02368,0.00551,MANA-USDT,PEOPLE-USDT,100,151.18576
True,-5.467172790722646,0.0,0.07775,-0.04019,FIL-USDT,C98-USDT,100,111.67283
True,-5.061105997610434,2e-05,0.53053,0.3653,NEAR-USDT,GTC-USDT,100,282.80541
True,-3.0040388891549386,0.03452,0.17218,-0.4674,SOL-USDT,WAVES-USDT,100,728.63036
True,-3.855026536711404,0.00239,1.2746,-0.00014,VET-USDT,ANKR-USDT,100,123.08982
True,-3.9192390348523825,0.0019,21.81995,-0.27763,BLZ-USDT,XTZ-USDT,100,143.84464
True,-3.6447939389832977,0.00496,53.46396,-0.02784,LINA-USDT,SXP-USDT,100,341.64084
True,-2.9906713225594608,0.03577,0.26882,-0.07134,LIT-USDT,ALPHA-USDT,100,228.76332
True,-4.150467990311601,0.0008,175.66805,3.55203,ROSE-USDT,AXS-USDT,100,231.14628
True,-3.2181512978831552,0.01896,0.03268,0.20626,COMP-USDT,OMG-USDT,99,245.07849
True,-3.4353187655930086,0.00981,0.00443,0.0287,ZEC-USDT,ZRX-USDT,99,236.90506
True,-3.7020984590227277,0.00408,3.89157,-0.1427,IOTA-USDT,CRV-USDT,99,281.4746
True,-3.40989296114382,0.01063,0.00029,0.00015,LINK-USDT,HOT-USDT,99,301.15754
True,-4.88267903621725,4e-05,34.64969,-3.42132,ENJ-USDT,AXS-USDT,99,113.7975
True,-3.3423003179740585,0.01309,0.00013,0.00095,AAVE-USDT,1000SHIB-USDT,99,274.97456
True,-3.8110919880869414,0.0028,0.22787,-0.25393,NEO-USDT,OMG-USDT,99,157.75221
True,-4.140077790907746,0.00083,0.07736,-0.21735,ZEN-USDT,CRV-USDT,99,293.56733
True,-4.396289794219738,0.0003,35.24313,0.03597,LINA-USDT,ALGO-USDT,99,162.49594
True,-5.467903148772338,0.0,0.00035,-0.53359,YFI-USDT,GTC-USDT,99,107.20228
True,-3.661058011645687,0.0047,35.80281,-28.14086,SNX-USDT,EGLD-USDT,99,233.31973
True,-4.906239577594159,3e-05,0.70401,3.41911,AR-USDT,ATOM-USDT,99,168.75964
True,-4.8601644690020205,4e-05,7.4311,-0.16207,CTSI-USDT,CRV-USDT,99,145.35365
True,-4.296983750421836,0.00045,0.03082,0.41691,KSM-USDT,MASK-USDT,98,416.55189
True,-3.3831133389538195,0.01155,0.00691,0.22638,MKR-USDT,BAL-USDT,98,412.22396
True,-3.6869780433069392,0.0043,13.49292,-0.00144,STMX-USDT,NKN-USDT,98,185.41399
True,-3.8205957451563766,0.0027,1.06204,-0.01735,ATA-USDT,CTSI-USDT,98,140.71984
True,-3.533584139931871,0.00717,3.14239,0.00854,RVN-USDT,NKN-USDT,98,216.70927
True,-5.551559600622016,0.0,5e-05,-0.00012,DASH-USDT,HOT-USDT,98,142.60063
True,-3.273631915306132,0.0161,0.02576,0.36168,COMP-USDT,KAVA-USDT,98,286.37469
True,-4.442577929121283,0.00025,0.02322,-0.02206,UNI-USDT,FLM-USDT,98,140.89187
True,-4.231168123690798,0.00058,0.08142,0.06575,DOT-USDT,1INCH-USDT,98,72.94104
True,-5.346776066702136,0.0,0.02014,-0.01278,FIL-USDT,GRT-USDT,98,81.52966
True,-4.239749832248668,0.00056,0.47607,-0.02925,SAND-USDT,C98-USDT,98,136.84947
True,-3.612883968282187,0.00552,15.21637,-1.25788,ENJ-USDT,HNT-USDT,98,167.69513
True,-3.66392396777884,0.00465,0.00326,-0.01636,COMP-USDT,CTSI-USDT,98,208.48774
True,-4.060781530389843,0.00112,0.02318,-0.13992,AAVE-USDT,KAVA-USDT,98,182.7482
True,-3.4554999852618917,0.00921,0.75851,-0.00013,PEOPLE-USDT,CELR-USDT,98,216.21512
True,-5.076870130635601,2e-05,312.73728,-0.43757,LINA-USDT,ALICE-USDT,98,127.52126
True,-4.568566311674042,0.00015,150.28229,0.0859,HOT-USDT,SFP-USDT,98,219.56596
True,-3.8350126930077404,0.00257,0.26778,0.00502,COTI-USDT,ANKR-USDT,98,169.80345
True,-3.1571979690784264,0.0226,542.58758,16.1091,ROSE-USDT,KSM-USDT,98,214.80914
True,-4.500738745674293,0.0002,17.55072,0.18005,GRT-USDT,ALICE-USDT,98,112.34026
True,-4.096808403454563,0.00098,0.06757,-0.00566,ADA-USDT,PEOPLE-USDT,98,199.53779
True,-3.288330447715889,0.01541,49.54387,-1.76055,CHR-USDT,HNT-USDT,98,200.03201
True,-3.5652000983687624,0.00646,0.59042,0.04546,BAT-USDT,ONT-USDT,97,228.44359
True,-4.073726397643353,0.00107,0.00532,-0.00689,LINK-USDT,IOTX-USDT,97,195.4993
True,-4.792198222156811,6e-05,0.91985,-0.00123,OCEAN-USDT,CHR-USDT,97,117.91405
True,-3.7387962592909787,0.0036,2.967,-0.00582,IOST-USDT,ANKR-USDT,97,141.63725
True,-4.813982318084967,5e-05,1.74691,0.04202,ALPHA-USDT,BAKE-USDT,97,110.92643
True,-5.292396346211246,1e-05,0.00232,0.00218,FIL-USDT,CELR-USDT,97,108.63906
True,-3.807571704448286,0.00283,0.00549,0.0063,BAL-USDT,1000XEC-USDT,97,152.27096
True,-4.514192068251467,0.00019,6.66033,-0.01705,SKL-USDT,AUDIO-USDT,97,125.24788
True,-3.104458614872379,0.02622,6.87731,3.35699,RUNE-USDT,AXS-USDT,97,579.05091
True,-3.071037371210106,0.02877,149.33656,0.03949,DENT-USDT,OGN-USDT,97,356.85259
True,-3.684235755688548,0.00434,5037.10676,-1.34644,IOST-USDT,ZEC-USDT,97,204.98434
True,-4.742479170420653,7e-05,115.83046,0.25846,LINA-USDT,THETA-USDT,97,165.45615
True,-4.915088516308179,3e-05,17.08155,-1.39361,1INCH-USDT,LPT-USDT,96,75.76453
True,-4.88019868027103,4e-05,2e-05,-0.0154,YFI-USDT,ALPHA-USDT,96,183.22834
True,-3.7340035501365394,0.00366,8e-05,-0.16942,YFI-USDT,C98-USDT,96,188.86127
True,-3.261916833150107,0.01667,2727.28447,-31.46916,ZRX-USDT,DEFI-USDT,96,235.77803
True,-3.352679591032969,0.01268,2.27602,0.02218,SKL-USDT,ALPHA-USDT,96,246.82576
True,-4.519492758949486,0.00018,0.09286,-0.00082,OCEAN-USDT,CELR-USDT,96,111.53837
True,-4.4058654209349,0.00029,22.21769,0.00249,DENT-USDT,PEOPLE-USDT,96,169.41603
True,-3.4675839905754016,0.00886,0.59992,-0.17331,QTUM-USDT,KAVA-USDT,96,225.62202
True,-4.986919592968562,2e-05,0.15861,0.0449,CELO-USDT,OCEAN-USDT,96,101.33792
True,-4.179019142377692,0.00071,0.00755,0.02109,LPT-USDT,NKN-USDT,96,108.42826
True,-2.911205025925904,0.04406,0.76537,1.0111,LINK-USDT,BAL-USDT,96,458.30626
True,-3.8963636304602396,0.00206,0.01058,-0.00815,QTUM-USDT,PEOPLE-USDT,96,198.6211
True,-4.192837591174473,0.00068,19.6821,-0.00274,DENT-USDT,CELR-USDT,96,104.93998
True,-3.5148002413907493,0.00762,0.02682,0.00109,SFP-USDT,1000SHIB-USDT,96,290.36116
True,-3.4865302613455516,0.00834,30.94891,-0.62691,BLZ-USDT,OMG-USDT,96,205.10818
True,-3.5055626883125814,0.00785,509.14604,251.39283,SNX-USDT,ETH-USDT,96,216.919
True,-5.506502675546247,0.0,6.37944,0.41489,KLAY-USDT,ALICE-USDT,96,205.97959
True,-3.6642848057814144,0.00464,0.00264,-0.48582,MKR-USDT,OMG-USDT,96,165.07835
True,-4.029570094871282,0.00126,2.81031,0.32874,TOMO-USDT,KAVA-USDT,96,213.17943
True,-4.3357680674592896,0.00038,0.51721,0.06199,ENJ-USDT,ALGO-USDT,96,154.40884
True,-5.281512711643307,1e-05,0.00564,-0.03343,COMP-USDT,BAKE-USDT,96,157.95406
True,-3.1044928544971846,0.02622,0.00807,-0.01795,ATOM-USDT,HBAR-USDT,95,271.32988
True,-3.7882475450343813,0.00303,1.32498,3.37125,AXS-USDT,AVAX-USDT,95,237.85426
True,-5.84686158722242,0.0,48.55567,1.05173,KLAY-USDT,AXS-USDT,95,167.00918
True,-3.2997776746763896,0.01489,0.04295,0.0361,GTC-USDT,REN-USDT,95,224.99141
True,-3.951974718134696,0.00168,1.02973,-0.03879,ATA-USDT,ALPHA-USDT,95,131.65768
True,-4.091505305801773,0.001,23.18942,-9.29267,BAL-USDT,BCH-USDT,95,224.66893
True,-3.54665180791105,0.00687,44.85311,1.63855,OCEAN-USDT,LPT-USDT,95,114.59143
True,-3.760719934995853,0.00334,0.27023,-0.00155,RVN-USDT,RSR-USDT,95,226.51976
True,-3.0037822725552425,0.03454,0.11183,0.00593,MTL-USDT,FLM-USDT,95,361.88449
True,-3.6204616059995094,0.00538,0.07841,-0.05473,NEO-USDT,1INCH-USDT,95,277.56905
True,-2.9618872505351503,0.03861,71.68509,-2.45684,REN-USDT,HNT-USDT,95,275.97665
True,-3.1836435961446474,0.02095,0.03158,0.00229,DASH-USDT,XTZ-USDT,95,318.93426
True,-3.8796115218399234,0.00219,16.76511,-0.06225,XEM-USDT,1INCH-USDT,95,191.25586
True,-3.560059092061237,0.00657,0.00074,0.00052,NEO-USDT,STMX-USDT,95,172.26013
True,-3.2772141618551656,0.01593,0.54853,-3.76611,SOL-USDT,AXS-USDT,95,260.41652
True,-4.343000402593879,0.00037,0.12401,0.00763,ENJ-USDT,HBAR-USDT,95,166.43313
True,-4.639079542801619,0.00011,1.3561,0.27008,THETA-USDT,OMG-USDT,95,144.45165
True,-3.2518112423226544,0.01717,146.05722,0.07907,REEF-USDT,1INCH-USDT,95,269.98934
True,-3.063134193486878,0.0294,0.05467,0.10728,DOT-USDT,STORJ-USDT,94,190.60459
True,-3.412960571045674,0.01052,0.09818,-0.00874,QTUM-USDT,ZRX-USDT,94,183.46819
True,-2.9288455560129676,0.0421,0.00885,0.0162,RUNE-USDT,IOTX-USDT,94,540.73296
True,-4.707629684434063,8e-05,0.87738,0.0349,HBAR-USDT,NKN-USDT,94,142.15706
True,-4.042754751094385,0.0012,1.12376,0.04699,GRT-USDT,CHR-USDT,94,160.79849
True,-5.2166121861986365,1e-05,0.36931,-0.00525,SUSHI-USDT,C98-USDT,94,199.37888
True,-3.2436660513887503,0.01759,3520.87105,28.42319,IOTX-USDT,BCH-USDT,94,186.15696
True,-3.515657502804216,0.00759,0.18347,-0.01692,TOMO-USDT,HBAR-USDT,94,228.89902
True,-3.511616101135875,0.00769,1.71223,0.03789,SUSHI-USDT,ALICE-USDT,94,207.56375
True,-3.0166754156698246,0.03337,91.97271,-0.07765,ARPA-USDT,QTUM-USDT,94,126.60138
True,-4.662011751355657,0.0001,0.01301,0.00729,DYDX-USDT,IOTX-USDT,94,116.41629
True,-4.497476168720256,0.0002,0.8886,0.3004,ANT-USDT,DYDX-USDT,94,141.53794
True,-3.514105664933139,0.00763,4.09388,-0.4586,ANT-USDT,HNT-USDT,94,203.76406
True,-4.298143088818957,0.00045,0.10069,0.00571,BAKE-USDT,IOTX-USDT,94,194.92719
True,-3.430433880969953,0.00996,0.33508,0.24543,KNC-USDT,C98-USDT,94,740.23279
True,-3.5503248378124046,0.00678,4.00543,0.11682,COTI-USDT,STORJ-USDT,94,201.82096
True,-3.2265803191563815,0.0185,99.98241,-0.13739,RSR-USDT,C98-USDT,94,274.01083
True,-2.8821848813123085,0.04746,21.43308,0.19767,PEOPLE-USDT,1INCH-USDT,94,231.43747
True,-4.9924682545533665,2e-05,17.49084,-0.03056,LINA-USDT,GRT-USDT,94,161.51348
True,-4.8371283263047795,5e-05,6.10558,0.64396,KLAY-USDT,GTC-USDT,94,225.14998
True,-3.919461117513883,0.0019,0.04206,0.00325,OGN-USDT,DGB-USDT,94,277.47689
True,-4.267091073352717,0.00051,0.27911,-0.01395,SFP-USDT,NKN-USDT,94,139.66771
True,-4.209073138647402,0.00064,0.4991,-0.01542,IOTA-USDT,ALPHA-USDT,94,199.24609
True,-3.454956385899718,0.00922,7e-05,-0.00087,AAVE-USDT,REEF-USDT,93,273.97033
True,-3.318370230831003,0.01408,0.02899,0.02495,NEO-USDT,ZRX-USDT,93,268.92442
True,-4.08321408283363,0.00103,0.20751,-0.25381,LINK-USDT,THETA-USDT,93,263.6057
True,-3.60283783758859,0.00571,0.86772,0.06842,KLAY-USDT,AUDIO-USDT,93,293.02177
True,-3.211387709867863,0.01933,4.71996,-0.00302,STMX-USDT,ANKR-USDT,93,115.59526
True,-4.9413254332844225,3e-05,0.01579,-0.00074,BAND-USDT,PEOPLE-USDT,93,156.15386
True,-3.3572855886195687,0.0125,1.60916,0.00474,VET-USDT,XEM-USDT,93,225.59995
True,-4.707427844321877,8e-05,3.75419,0.14553,IOTA-USDT,THETA-USDT,93,156.30594
True,-3.2396520173550933,0.0178,2.02009,0.14342,QTUM-USDT,BAL-USDT,93,310.94187
True,-3.89424598963565,0.00208,331.0872,0.00635,DENT-USDT,ALGO-USDT,93,241.30181
True,-4.3759104949473935,0.00033,22.47773,1.12124,IOTA-USDT,DOT-USDT,93,146.63791
True,-4.291438237347042,0.00046,0.06915,0.03642,GTC-USDT,OCEAN-USDT,93,103.8041
True,-5.036006128004195,2e-05,0.001,0.00029,OMG-USDT,HOT-USDT,93,91.06362
True,-3.636683566537664,0.0051,0.01246,0.21287,AAVE-USDT,EOS-USDT,93,164.94967
True,-6.649724069151357,0.0,0.05149,0.06315,NEAR-USDT,BAKE-USDT,92,146.79541
True,-3.72434104298232,0.00378,0.70123,-0.00306,ICX-USDT,OCEAN-USDT,92,176.69058
True,-3.9156411626825327,0.00192,0.03497,-0.01136,QTUM-USDT,NKN-USDT,92,166.42794
True,-4.788464651657178,6e-05,0.0171,-0.00379,THETA-USDT,CELR-USDT,92,126.1367
True,-2.975138445142007,0.03728,304.61369,0.49659,REEF-USDT,KAVA-USDT,92,420.99428
True,-4.508697631915537,0.00019,0.00952,0.00112,MANA-USDT,LINA-USDT,92,333.73198
True,-3.3665072435409673,0.01216,0.446,0.076,LIT-USDT,SFP-USDT,92,238.10643
True,-3.8313340568327847,0.0026,0.08664,0.00234,MANA-USDT,HBAR-USDT,92,151.70063
True,-3.352035470130964,0.01271,0.09359,0.02306,DYDX-USDT,OCEAN-USDT,92,180.13582
True,-3.7130011099671005,0.00393,0.00047,0.00039,COMP-USDT,PEOPLE-USDT,92,216.15566
True,-3.6054727204938977,0.00566,0.01081,0.00043,ATA-USDT,HOT-USDT,92,131.8644
True,-5.877204644901034,0.0,0.3714,0.67438,NEAR-USDT,MASK-USDT,92,402.28559
True,-4.5293640179180334,0.00017,0.00029,-0.01753,ETH-USDT,SFP-USDT,92,271.34764
True,-3.9340253218704904,0.0018,0.0208,-0.41877,AAVE-USDT,THETA-USDT,92,211.48648
True,-3.874465549760574,0.00223,1.11702,-0.00322,VET-USDT,PEOPLE-USDT,92,204.85052
True,-4.725867426736342,8e-05,2e-05,0.00559,YFI-USDT,CTSI-USDT,92,150.02657
True,-4.318593381614713,0.00041,0.0439,-0.15916,ZEN-USDT,ENJ-USDT,92,133.81819
True,-3.789193666277181,0.00302,0.0166,0.0074,SAND-USDT,PEOPLE-USDT,92,131.18497
True,-3.797658850860304,0.00293,114.803,1.99037,HBAR-USDT,LPT-USDT,92,119.38145
True,-3.4483517869518567,0.00942,0.03574,0.00262,SXP-USDT,CELR-USDT,92,253.08419
True,-2.9904693565513956,0.03579,1.89929,-13.29719,AAVE-USDT,BCH-USDT,92,286.20129
True,-4.0562878970663965,0.00114,18.83797,-0.04488,RSR-USDT,ROSE-USDT,92,215.07255
True,-3.5006729477962177,0.00797,5.53174,-0.11381,SUSHI-USDT,HNT-USDT,92,308.79578
True,-3.597236371061897,0.00581,0.21285,0.02189,ADA-USDT,FLM-USDT,92,228.78714
True,-3.93192459123985,0.00181,0.82016,-0.36395,SNX-USDT,KAVA-USDT,92,191.74035
True,-4.253290275923987,0.00053,0.09491,-0.002,SUSHI-USDT,GRT-USDT,92,244.59218
True,-4.628363652221616,0.00011,24.9868,-0.02413,IOST-USDT,ZRX-USDT,91,99.76306
True,-4.0136040494410485,0.00134,34.90737,1.67746,ATA-USDT,LINK-USDT,91,194.26756
True,-3.6150984233485937,0.00548,0.93333,-0.17844,ATOM-USDT,LPT-USDT,91,222.15503
True,-5.2388948844387935,1e-05,0.0334,-0.03996,ATOM-USDT,ALGO-USDT,91,193.68262
True,-3.5294127974197784,0.00726,1.76251,-2.39394,LINK-USDT,LPT-USDT,91,203.97797
True,-3.931566422530674,0.00181,0.03208,0.12353,AR-USDT,TOMO-USDT,91,148.22399
True,-3.0409010692276697,0.03125,0.01406,0.03344,BAL-USDT,FLM-USDT,91,380.43905
True,-3.193093590659297,0.02039,0.11974,-0.06036,BAL-USDT,1INCH-USDT,91,312.09116
True,-3.827795493585743,0.00264,0.0178,0.05148,AXS-USDT,AUDIO-USDT,91,229.34149
True,-4.410859151930492,0.00028,0.05894,0.01251,SAND-USDT,HBAR-USDT,91,149.39138
True,-3.170794014312004,0.02174,0.75093,-0.02975,TOMO-USDT,ALGO-USDT,91,312.85607
True,-3.3957625801596545,0.0111,0.00061,-0.03174,MKR-USDT,STORJ-USDT,91,247.35231
True,-2.9823769404219735,0.03657,3e-05,-0.19096,BTC-USDT,STORJ-USDT,91,369.19618
True,-2.949853145255647,0.03985,8.18596,0.03934,VET-USDT,ONT-USDT,91,198.04952
True,-3.449232249417635,0.00939,2.24721,-0.02413,ONT-USDT,STORJ-USDT,91,230.28504
True,-3.1743446797222252,0.02152,1743.09253,-2.52796,STMX-USDT,LPT-USDT,91,207.01606
True,-3.07054947637338,0.02881,30203.49144,-1944.87332,BAT-USDT,YFI-USDT,91,237.74253
True,-4.363293224147307,0.00034,0.04762,-0.07168,LINK-USDT,BAKE-USDT,91,319.79972
True,-4.321941502705588,0.00041,34.97516,-8.01887,THETA-USDT,SOL-USDT,91,169.74259
True,-4.132679720028665,0.00085,29.29939,-3.02831,ADA-USDT,LPT-USDT,91,152.10945
True,-3.6028355961046015,0.00571,0.55549,-0.0173,ATA-USDT,HBAR-USDT,90,160.82435
True,-3.7264130960763318,0.00376,5.31298,3.62142,SUSHI-USDT,LPT-USDT,90,219.86988
True,-3.7673069355945485,0.00326,0.00025,-0.08423,ETH-USDT,ZRX-USDT,90,179.06973
True,-4.749742721254153,7e-05,0.01024,0.00572,DYDX-USDT,PEOPLE-USDT,90,138.78072
True,-3.5341825511919014,0.00715,607.22707,-0.47444,COTI-USDT,EGLD-USDT,90,258.36407
True,-4.366647280721073,0.00034,0.04632,-0.01737,SNX-USDT,NKN-USDT,90,179.0666
True,-3.0542581750653435,0.03013,0.36716,-0.07707,LIT-USDT,OCEAN-USDT,90,280.22336
True,-4.043765912143688,0.0012,800.45323,-0.60717,IOST-USDT,NEO-USDT,90,167.07622
True,-3.521062079233142,0.00746,0.12402,-0.01767,NEAR-USDT,C98-USDT,90,266.46045
True,-3.352866086923678,0.01267,49.26572,-0.20661,ARPA-USDT,XTZ-USDT,90,105.78372
True,-3.7092186476186844,0.00399,40.81488,114.18582,ZEN-USDT,DEFI-USDT,90,200.05075
True,-3.1324864054385855,0.02424,0.29184,-0.04803,EOS-USDT,ZRX-USDT,90,211.56066
True,-3.3705607350427176,0.012,0.17495,-22.46663,MKR-USDT,BCH-USDT,90,230.29866
True,-4.192581441704613,0.00068,0.07717,-0.00299,ADA-USDT,ANKR-USDT,90,152.26949
True,-4.203872765054142,0.00065,23.02783,-0.44932,COTI-USDT,DYDX-USDT,90,191.12131
True,-3.1543618289889954,0.02278,0.97253,0.0099,PEOPLE-USDT,ANKR-USDT,90,195.9913
True,-3.2310504938040463,0.01826,1e-05,-0.00416,YFI-USDT,HBAR-USDT,90,268.78282
True,-3.348706076508351,0.01284,0.66994,-3.72567,ZEN-USDT,HNT-USDT,90,217.22221
True,-6.21646284254434,0.0,4.4514,0.77067,KLAY-USDT,MASK-USDT,90,340.11931
True,-4.385197148458594,0.00032,19.2971,-3.6215,MATIC-USDT,ATOM-USDT,90,170.52334
True,-6.09771445447799,0.0,0.20949,0.21302,NEAR-USDT,CRV-USDT,90,338.75869
True,-4.061209904506391,0.00112,101.7251,-0.99504,LRC-USDT,SOL-USDT,90,157.09138
True,-3.059731260938777,0.02968,411265.5618,-1982.39657,VET-USDT,YFI-USDT,90,294.36357
True,-3.1521176428397877,0.02293,0.9106,0.51747,ZEC-USDT,COMP-USDT,89,524.0941
True,-3.404963592453288,0.01079,0.76403,-0.00242,SXP-USDT,AUDIO-USDT,89,228.70875
True,-3.0358034794944837,0.03168,0.00052,0.00064,ZEC-USDT,ANKR-USDT,89,341.58903
True,-3.790963906996135,0.003,2.08944,-2.81759,BAL-USDT,LPT-USDT,89,214.19287
True,-3.926657018445665,0.00185,14.20525,-0.52211,OCEAN-USDT,ALICE-USDT,89,137.71515
True,-5.561020768134157,0.0,0.66544,0.03376,LRC-USDT,BAKE-USDT,89,163.74964
True,-3.3221734691111084,0.01392,0.6216,2.00734,ZEN-USDT,ATOM-USDT,89,309.62613
True,-3.422686481616941,0.01021,154.28664,0.13526,DGB-USDT,KAVA-USDT,88,237.78498
True,-2.8910472677365844,0.0464,0.75251,0.03777,OGN-USDT,CTSI-USDT,88,533.12192
True,-4.50589242479069,0.00019,358914.16171,-1963.19012,RVN-USDT,YFI-USDT,88,180.07658
True,-3.0849422679566083,0.02769,0.91296,-0.00439,FLM-USDT,NKN-USDT,88,193.88637
True,-2.9713564586434194,0.03766,428.56614,-4.78788,ARPA-USDT,LPT-USDT,88,144.30536
True,-4.421176104578822,0.00027,0.07089,-0.01355,THETA-USDT,HBAR-USDT,88,141.84967
True,-3.158042919701272,0.02255,0.19851,-0.00495,ICX-USDT,SKL-USDT,88,171.18697
True,-3.2840192630295313,0.01561,4.32498,-1.38206,LIT-USDT,MASK-USDT,88,206.96943
True,-2.8816658169729545,0.04752,19411.02872,-6.76846,STMX-USDT,BCH-USDT,88,197.05487
True,-5.716705259335405,0.0,0.00175,0.00198,NEAR-USDT,LINA-USDT,88,236.60111
True,-3.4317114402772533,0.00992,0.2621,0.0009,VET-USDT,STMX-USDT,88,112.74847
True,-3.2518397559155043,0.01717,0.4562,-0.06824,LIT-USDT,BAKE-USDT,88,317.99325
True,-2.9578256740376716,0.03903,132.37715,0.19072,DGB-USDT,XTZ-USDT,88,230.15068
True,-4.210071888714488,0.00063,0.0467,-0.36033,DASH-USDT,OMG-USDT,88,159.77357
True,-2.9825298269796328,0.03656,16.63747,0.12006,PEOPLE-USDT,TOMO-USDT,88,230.13535
True,-5.84454648636924,0.0,2.22911,0.14784,MANA-USDT,ANT-USDT,88,175.15218
True,-4.07035618711502,0.00108,0.02832,0.01526,SNX-USDT,BLZ-USDT,88,176.33055
True,-4.61167090406397,0.00012,0.22934,0.0013,XEM-USDT,1000SHIB-USDT,88,108.48793
True,-4.408241198791427,0.00029,0.28224,0.06232,CRV-USDT,ALGO-USDT,88,136.89868
True,-4.219031096630382,0.00061,7.13388,-0.06065,ICX-USDT,ANT-USDT,88,206.50576
True,-3.3009495047588535,0.01484,0.13727,-2.06295,LTC-USDT,BAL-USDT,88,356.26656
True,-3.749448341701735,0.00347,4.54863,0.04147,COTI-USDT,TOMO-USDT,88,227.91217
True,-3.9640432093058022,0.00161,0.00026,-0.21977,YFI-USDT,MASK-USDT,88,283.22082
True,-2.895751118789265,0.04584,40.77837,0.73314,GRT-USDT,WAVES-USDT,88,754.0254
True,-3.1683261570427734,0.02189,0.13242,0.01001,OGN-USDT,ANKR-USDT,88,356.28821
True,-3.8700754419239947,0.00227,0.00322,0.0014,OMG-USDT,STMX-USDT,88,126.03037
True,-4.913444953047308,3e-05,29.08775,0.76659,SKL-USDT,MASK-USDT,88,470.27495
True,-3.4533863043171062,0.00927,14.57787,-0.48325,ATA-USDT,DYDX-USDT,88,180.11899
True,-3.3538666867580504,0.01264,0.04045,-0.00553,LIT-USDT,PEOPLE-USDT,87,215.28415
True,-4.772772041088456,6e-05,0.00216,0.00594,AR-USDT,IOTX-USDT,87,112.1417
True,-4.6710758214146795,0.0001,0.09633,0.00326,IOTA-USDT,IOTX-USDT,87,96.77978
True,-4.148061464186436,0.00081,1.29454,0.04548,CHR-USDT,BAKE-USDT,87,251.52063
True,-4.124463080823254,0.00088,0.1795,0.00388,CTSI-USDT,IOTX-USDT,87,158.28452
True,-3.87834378801379,0.0022,0.18703,0.03193,LRC-USDT,NKN-USDT,87,114.02478
True,-3.243964952038238,0.01758,3.59188,-0.17962,FIL-USDT,AVAX-USDT,87,256.66339
True,-3.5447398545688173,0.00691,0.02041,-0.00579,SNX-USDT,XEM-USDT,87,210.22511
True,-4.616015303786852,0.00012,1127.16195,-0.12524,DENT-USDT,CRV-USDT,87,316.4618
True,-3.499307157078128,0.008,0.47814,-0.09473,MANA-USDT,KLAY-USDT,87,211.56399
True,-2.945579389587445,0.0403,0.29419,-0.07868,DYDX-USDT,C98-USDT,87,226.34383
True,-2.880945505209621,0.04761,0.00043,0.01067,ZEC-USDT,ARPA-USDT,86,313.32805
True,-4.194555623973573,0.00067,0.00361,0.00152,SUSHI-USDT,RSR-USDT,86,150.39138
True,-3.6368344082149253,0.00509,0.02953,0.81979,ZEC-USDT,SNX-USDT,86,254.69752
True,-5.924637474970451,0.0,0.06999,-0.02092,SUSHI-USDT,ROSE-USDT,86,148.71047
True,-3.630077494845811,0.00521,0.00624,0.0013,MANA-USDT,RSR-USDT,86,402.49978
True,-4.585001023583015,0.00014,0.23215,2.3315,SOL-USDT,LPT-USDT,86,115.8505
True,-2.911219002815949,0.04406,3.18094,0.05844,ZIL-USDT,REN-USDT,86,624.64462
True,-3.4830077515851494,0.00843,0.70895,-0.01328,GRT-USDT,ROSE-USDT,86,203.39269
True,-4.482258208051473,0.00021,16.57988,0.0594,CELR-USDT,ALGO-USDT,86,170.49795
True,-3.4867989037502034,0.00833,0.24786,-0.11979,LINK-USDT,BAND-USDT,86,257.29395
True,-4.779637759106461,6e-05,0.03316,-0.0891,AR-USDT,KLAY-USDT,86,201.67204
True,-3.0830136925950873,0.02784,0.17908,0.3614,DOT-USDT,KAVA-USDT,86,298.09487
True,-3.828285523258763,0.00263,0.33359,-0.00692,OGN-USDT,SKL-USDT,86,189.9483
True,-4.987245798947098,2e-05,19.06654,-0.72179,CTSI-USDT,ALICE-USDT,86,103.4411
True,-4.1861622820894295,0.0007,0.26831,-0.0123,ANT-USDT,C98-USDT,86,187.13989
