is_coint,adf_statistic,p_value,hedge_ratio,intercept,base,target,zero_crossings,half_life
True,-5.6988947350384755,0.0,0.12945,0.0005,ALPHA-USDT,CELR-USDT,329,67.59998
True,-4.019559003755429,0.00131,79.72098,-0.0935,VET-USDT,OMG-USDT,320,129.38306
True,-5.776437668956432,0.0,209.04349,0.20901,XEM-USDT,NEO-USDT,302,79.93412
True,-5.1127747973290125,1e-05,2.22516,-0.00142,XEM-USDT,NKN-USDT,294,143.74961
True,-4.523171799285419,0.00018,194.55403,5.39023,ICX-USDT,EGLD-USDT,290,104.33331
True,-4.935129003662593,3e-05,1342.35542,0.57846,LINA-USDT,AR-USDT,289,104.99587
True,-6.316161882792475,0.0,0.45852,0.40511,ZEN-USDT,DOT-USDT,281,64.5214
True,-5.135528891240727,1e-05,0.40131,0.00016,VET-USDT,DGB-USDT,278,55.95296
True,-5.502008459595648,0.0,1.40498,-0.43522,DOT-USDT,LPT-USDT,275,65.54856
True,-5.457573377301502,0.0,0.4548,0.00282,ICX-USDT,REN-USDT,274,66.5153
True,-5.905624529246123,0.0,43.43449,-0.69644,IOTA-USDT,AR-USDT,269,90.38293
True,-4.252289993097523,0.00054,0.01312,0.00371,DOT-USDT,COTI-USDT,265,179.3726
True,-5.89119149697443,0.0,0.04916,-0.04833,AR-USDT,ENJ-USDT,262,86.52294
True,-4.226406426870916,0.00059,0.00243,0.00043,BAND-USDT,REEF-USDT,261,256.71208
True,-6.4034854594595485,0.0,53.26726,0.83741,CELO-USDT,KSM-USDT,259,65.08962
True,-3.288651719658513,0.01539,3.7743,0.07171,ATA-USDT,1INCH-USDT,258,125.43469
True,-5.486451301669797,0.0,265.46575,-0.00158,DENT-USDT,BAKE-USDT,255,148.30311
True,-5.153455112289131,1e-05,0.09953,-0.00028,CHR-USDT,CELR-USDT,254,73.72181
True,-4.528603964193241,0.00017,3.84187,0.01323,GRT-USDT,C98-USDT,252,80.8217
True,-4.495503935384882,0.0002,0.19806,-0.00108,ATA-USDT,IOTX-USDT,251,78.35814
True,-4.954071395111452,3e-05,21.65377,0.01106,LINA-USDT,OCEAN-USDT,251,111.71061
True,-3.5736290545398983,0.00629,10.62171,0.19973,ATA-USDT,OMG-USDT,251,157.97623
True,-4.798351462576223,5e-05,20.18304,0.0052,LINA-USDT,CHR-USDT,249,121.16837
True,-4.11322350945711,0.00092,0.00249,-0.00028,QTUM-USDT,STMX-USDT,248,106.75972
True,-4.1021799435798245,0.00096,0.07863,-0.00172,QTUM-USDT,ONT-USDT,247,103.46139
True,-3.725088154308171,0.00377,0.65171,-0.01334,IOTA-USDT,CHR-USDT,244,125.58064
True,-4.943751474750758,3e-05,14609.24636,1.1292,DENT-USDT,ZEN-USDT,243,89.85982
True,-4.0229464198856535,0.0013,4150.32827,-0.37763,LINA-USDT,SOL-USDT,242,196.80802
True,-4.168033114220636,0.00075,324.87859,0.21354,IOTX-USDT,LPT-USDT,241,92.44206
True,-4.208189798640839,0.00064,33.70042,-3.91443,SNX-USDT,AAVE-USDT,240,132.83282
True,-4.919555250780488,3e-05,3.34748,0.00894,ADA-USDT,XTZ-USDT,238,138.12841
True,-5.30876081228542,1e-05,0.5223,0.00325,IOTA-USDT,CTSI-USDT,237,94.83961
True,-5.371300995248043,0.0,0.16548,-0.02392,DOT-USDT,THETA-USDT,236,124.00186
True,-4.314411103381223,0.00042,0.3454,-0.00067,ARPA-USDT,1000SHIB-USDT,236,62.90313
True,-3.68141155506478,0.00438,0.09293,-0.01703,BAND-USDT,REN-USDT,235,217.63217
True,-3.9718810987369046,0.00157,0.01465,0.00411,AR-USDT,CHR-USDT,235,124.05851
True,-4.783108240181379,6e-05,0.00023,1e-05,NEO-USDT,HOT-USDT,234,147.49411
True,-5.230291388658137,1e-05,57.47578,0.02592,CELR-USDT,CRV-USDT,233,173.52202
True,-3.9267027693128997,0.00185,0.00025,-0.1677,YFI-USDT,DYDX-USDT,232,187.89399
True,-4.051150691393448,0.00117,0.01171,0.01785,AR-USDT,CTSI-USDT,231,126.04326
True,-3.515164416506936,0.00761,0.52045,-0.0989,QTUM-USDT,XTZ-USDT,230,141.74318
True,-4.051368080113383,0.00116,8.26695,0.19062,THETA-USDT,LPT-USDT,229,120.73257
True,-3.5277196955225247,0.0073,0.00115,0.00633,LTC-USDT,DOGE-USDT,229,190.42025
True,-4.615470823942076,0.00012,0.22522,-0.0043,ADA-USDT,NKN-USDT,226,148.89317
True,-3.6755948003663046,0.00447,2.21519,0.07657,LRC-USDT,MANA-USDT,224,313.45248
True,-4.991145160264276,2e-05,0.64734,0.05752,ZEN-USDT,LPT-USDT,223,71.97218
True,-4.369529512887522,0.00034,136.99403,-4.26299,ICX-USDT,SOL-USDT,223,106.10145
True,-5.42258175179731,0.0,0.20103,0.00012,DGB-USDT,HOT-USDT,223,44.71067
True,-5.437072190251766,0.0,0.11668,-0.01072,THETA-USDT,REN-USDT,220,85.08951
True,-3.4219069737677805,0.01023,0.0658,-0.00141,ICX-USDT,CELR-USDT,219,172.47188
True,-4.354671731921453,0.00036,2.14014,0.1259,SAND-USDT,GTC-USDT,218,119.86045
True,-5.521637031562942,0.0,0.02853,0.04084,AXS-USDT,C98-USDT,218,136.04323
True,-6.210972456578358,0.0,4.54104,0.14258,C98-USDT,ALICE-USDT,218,79.47292
True,-4.066851066468668,0.0011,1.41389,0.03455,BAT-USDT,STORJ-USDT,218,95.60628
True,-3.8034960098966986,0.00287,0.14276,-0.00142,REN-USDT,CELR-USDT,217,170.97117
True,-5.555065750598812,0.0,132.10905,-0.41698,GRT-USDT,AXS-USDT,217,105.69045
True,-4.149195435000057,0.0008,0.3931,0.01766,LRC-USDT,CTSI-USDT,217,139.98592
True,-3.3267100682620065,0.01373,0.4963,-0.00884,BLZ-USDT,ANKR-USDT,216,188.21693
True,-5.805526558927191,0.0,1.6864,-0.01624,COTI-USDT,CTSI-USDT,214,107.05696
True,-5.080213745003067,2e-05,0.01956,-0.01646,DOT-USDT,REN-USDT,213,112.82788
True,-4.725664505237218,8e-05,0.70814,-0.00731,OCEAN-USDT,ALPHA-USDT,213,141.2728
True,-5.065713124387167,2e-05,3.24292,0.51797,C98-USDT,MASK-USDT,212,389.4053
True,-3.224647476689754,0.0186,0.38252,-0.00048,OCEAN-USDT,HBAR-USDT,212,181.70471
True,-3.2877226130671646,0.01544,153.41868,0.00219,DENT-USDT,CTSI-USDT,211,187.97993
True,-3.1006918300730506,0.0265,2217.45632,2.03548,BAT-USDT,DEFI-USDT,211,331.15274
True,-4.532268153554404,0.00017,1956.71714,-0.03412,IOTX-USDT,EGLD-USDT,211,106.36293
True,-3.499959607401742,0.00799,64.96861,-0.29222,ATA-USDT,LPT-USDT,210,126.91204
True,-3.9187604609119164,0.0019,0.32869,0.00045,NKN-USDT,ANKR-USDT,208,118.75572
True,-5.077757266975668,2e-05,0.00422,-0.00082,DOT-USDT,IOTX-USDT,208,100.06667
True,-3.800962355448666,0.0029,0.00307,0.00055,THETA-USDT,REEF-USDT,208,217.10053
True,-4.961657358254487,3e-05,2541.42759,0.98311,REEF-USDT,ATOM-USDT,207,160.26871
True,-4.45300900863125,0.00024,0.01617,8e-05,SNX-USDT,1000XEC-USDT,207,118.70151
True,-3.914211678767439,0.00193,46.08056,0.14176,ATA-USDT,DOT-USDT,207,129.33965
True,-4.292916185758722,0.00046,3.12882,6e-05,DGB-USDT,ANKR-USDT,206,119.43779
True,-5.690179700171978,0.0,0.01374,-0.00138,LINK-USDT,NKN-USDT,206,125.63469
True,-2.8857392119489926,0.04703,3.78981,-0.0047,ADA-USDT,KAVA-USDT,206,300.72479
True,-6.566833503456913,0.0,6.00737,-0.07676,ZRX-USDT,KAVA-USDT,206,65.75653
True,-7.058690702033618,0.0,0.02526,0.00028,THETA-USDT,IOTX-USDT,206,58.68138
True,-3.1022325847531445,0.02639,0.00046,0.00076,AR-USDT,RSR-USDT,204,229.37027
True,-5.177781145061389,1e-05,0.47441,0.01045,BAKE-USDT,REN-USDT,204,137.81557
True,-3.7224334431353925,0.00381,0.0006,-0.00046,COMP-USDT,IOTX-USDT,203,186.73809
True,-5.127424547401164,1e-05,0.0493,-0.0001,LRC-USDT,CELR-USDT,203,136.2218
True,-4.007463309395021,0.00137,0.02386,-0.00045,ADA-USDT,DGB-USDT,202,181.35624
True,-3.73358944822599,0.00366,30.19999,-0.00644,RSR-USDT,CHR-USDT,201,138.32138
True,-4.907248175744709,3e-05,0.02905,0.04163,ZEN-USDT,TOMO-USDT,201,115.58085
True,-3.4528389424143064,0.00928,24.15879,0.00921,RSR-USDT,CTSI-USDT,201,140.5616
True,-3.9759631538642313,0.00154,0.10216,-0.04801,LINK-USDT,1INCH-USDT,201,234.65635
True,-3.3201829625271597,0.014,2.92777,0.02279,ATA-USDT,TOMO-USDT,201,142.55477
True,-4.655916882765083,0.0001,21.68997,-0.42289,TOMO-USDT,LPT-USDT,200,112.39787
True,-3.186449719232287,0.02078,27.41709,-8.83291,BAND-USDT,SOL-USDT,199,327.14907
True,-4.609940283579898,0.00012,45.88693,-0.00225,HOT-USDT,NKN-USDT,198,91.01175
True,-3.905530001931803,0.00199,0.53443,-0.01855,BAT-USDT,ATA-USDT,197,90.59575
True,-3.7296260204244605,0.00372,6.56335,-0.06868,ONT-USDT,XTZ-USDT,197,140.97363
True,-5.541479404068871,0.0,4.61738,-0.23197,ENJ-USDT,ALICE-USDT,197,85.5136
True,-3.516230165762475,0.00758,23730.51874,0.73133,ANKR-USDT,DEFI-USDT,196,112.33692
True,-3.281427447312318,0.01573,65.27109,1.42831,OGN-USDT,AR-USDT,194,350.85221
True,-3.5158659441174533,0.00759,0.49741,0.01995,ADA-USDT,ONT-USDT,194,200.06224
True,-3.4823133977935345,0.00845,0.00296,0.01114,AAVE-USDT,ONT-USDT,194,226.74063
True,-5.1757840359890235,1e-05,308.51803,-0.30176,LINA-USDT,GTC-USDT,194,72.54482
True,-4.055845976990677,0.00114,9497.95624,0.72364,DENT-USDT,LPT-USDT,193,107.23811
True,-4.610060773180497,0.00012,0.06285,0.02171,DOT-USDT,TOMO-USDT,193,128.89748
True,-4.780086903224036,6e-05,0.01576,0.00889,AR-USDT,OCEAN-USDT,193,100.06493
True,-4.760155166481873,6e-05,0.0065,0.00226,GTC-USDT,CELR-USDT,192,111.21186
True,-4.231507229227741,0.00058,0.09321,0.6312,AXS-USDT,MASK-USDT,192,494.34192
True,-4.846441798504508,4e-05,421.22746,5.56188,REN-USDT,EGLD-USDT,192,126.20197
True,-5.956484816539577,0.0,68.02154,-0.1158,LINA-USDT,C98-USDT,192,126.7548
True,-3.8763594907819976,0.00222,0.02577,0.03025,AR-USDT,ALGO-USDT,192,118.21032
True,-4.937034008159802,3e-05,0.01774,-0.01153,ZEN-USDT,BAKE-USDT,192,206.17326
True,-3.1851604225462276,0.02086,0.61258,0.02377,ADA-USDT,ZRX-USDT,191,270.5772
True,-3.9127371374021904,0.00194,0.03569,-0.00174,EOS-USDT,1000XEC-USDT,191,125.21427
True,-4.2507833608032435,0.00054,49.91786,-0.41189,THETA-USDT,EGLD-USDT,191,127.39439
True,-5.148696133340097,1e-05,0.38216,-0.00545,LRC-USDT,ALPHA-USDT,190,124.76707
True,-3.9446561593938316,0.00173,30874.69324,-25.73573,VET-USDT,DEFI-USDT,190,166.61669
True,-3.172826750152755,0.02161,3.02563,-0.87446,AR-USDT,SOL-USDT,190,165.25241
True,-3.1646655132607453,0.02212,0.18756,0.00185,STORJ-USDT,NKN-USDT,190,153.74476
True,-3.4494228157130724,0.00939,24.98434,-0.8914,BAT-USDT,DOT-USDT,189,140.78912
True,-5.156519087129832,1e-05,9.34465,-0.00076,DENT-USDT,LINA-USDT,189,167.33181
True,-5.89932923549269,0.0,2.98976,0.00235,IOST-USDT,1000XEC-USDT,188,67.74537
True,-3.705305233225383,0.00404,0.33907,0.00657,XTZ-USDT,STORJ-USDT,188,163.75305
True,-4.730257079847444,7e-05,12.59029,0.53248,GRT-USDT,MASK-USDT,188,415.63276
True,-3.316942715159424,0.01414,3.94415,0.0079,CELR-USDT,HBAR-USDT,188,252.10723
True,-5.031306185165684,2e-05,454.09848,-6.40085,ALPHA-USDT,KSM-USDT,188,121.00525
True,-4.775649561619559,6e-05,0.0484,2e-05,XEM-USDT,HOT-USDT,188,128.50753
True,-3.5698865237405344,0.00636,1322.2915,0.33998,DENT-USDT,BAND-USDT,187,187.56319
True,-4.019314204939311,0.00131,36.93267,-0.00993,IOST-USDT,ADA-USDT,187,202.79987
True,-4.5766479198491785,0.00014,0.72888,0.03181,LRC-USDT,ICX-USDT,187,149.14819
True,-3.5367887704041427,0.00709,1.14116,0.00212,IOTA-USDT,ALGO-USDT,187,170.27864
True,-4.043087653977491,0.0012,12.1508,0.00088,COTI-USDT,THETA-USDT,186,156.85931
True,-4.6093400348308915,0.00012,0.03854,0.00036,COTI-USDT,REEF-USDT,186,147.91425
True,-4.433691916581831,0.00026,75808.20111,-21.12754,DGB-USDT,DEFI-USDT,186,134.05626
True,-4.648682789008906,0.0001,3.00282,-0.04836,MANA-USDT,GTC-USDT,186,266.96237
True,-4.181167651956124,0.00071,5.96761,-1.09133,OMG-USDT,LPT-USDT,185,115.8525
True,-7.7152567137825985,0.0,1.24266,-0.01614,CTSI-USDT,CHR-USDT,184,55.29012
True,-5.179212022975417,1e-05,133.58157,-0.00245,DENT-USDT,REN-USDT,183,91.09756
True,-3.9866359858561715,0.00148,0.7944,-0.04893,BAND-USDT,THETA-USDT,183,170.14403
True,-4.101520373523893,0.00096,2.19103,-0.04371,SAND-USDT,ALICE-USDT,183,157.06402
True,-4.300665304897515,0.00044,7.61605,0.01677,ALPHA-USDT,CRV-USDT,182,194.35261
True,-5.563749110608319,0.0,15.67645,-0.00432,LINA-USDT,ALPHA-USDT,182,90.41361
True,-4.227526227196836,0.00059,0.43398,0.38993,AXS-USDT,HNT-USDT,182,164.11538
True,-3.5718540894650226,0.00632,11.25933,0.02116,XEM-USDT,STORJ-USDT,181,229.58066
True,-4.056117569774571,0.00114,1.70896,0.03768,CHR-USDT,ALGO-USDT,181,123.18996
True,-3.0809194187926146,0.028,22.87982,1.47585,CELO-USDT,AVAX-USDT,181,300.1442
True,-3.5256588114374883,0.00735,1.57355,0.01971,OGN-USDT,ICX-USDT,180,277.297
True,-4.8295935127606,5e-05,1.43199,0.06695,ONT-USDT,SFP-USDT,180,235.07951
True,-3.272174638183325,0.01617,0.13792,0.05549,RUNE-USDT,AUDIO-USDT,179,376.03286
True,-4.785510872829681,6e-05,2.28022,0.06912,CELO-USDT,ALICE-USDT,179,133.65321
True,-3.500730803682146,0.00797,0.06978,0.02751,DYDX-USDT,CTSI-USDT,178,170.26185
True,-3.8268456023287465,0.00264,0.49712,-0.00036,BLZ-USDT,1000XEC-USDT,178,140.01644
True,-4.403999526073527,0.00029,0.04971,0.01546,GTC-USDT,ALPHA-USDT,178,121.60169
True,-3.510842180150553,0.00771,3.00006,-0.07674,LRC-USDT,CRV-USDT,178,151.00939
True,-2.9292662455538045,0.04205,50.37716,-21.32577,QTUM-USDT,BCH-USDT,177,179.58655
True,-4.455957955174922,0.00024,293.24763,-0.00125,DENT-USDT,IOTA-USDT,177,148.51859
True,-6.8193908603391735,0.0,1135.43085,0.08592,DENT-USDT,THETA-USDT,177,61.28434
True,-3.1579304286690557,0.02255,0.01101,0.04135,ZEC-USDT,1INCH-USDT,177,484.52157
True,-4.641891391126189,0.00011,0.00112,1.06723,YFI-USDT,LPT-USDT,177,117.04278
True,-3.6936390699679444,0.0042,18.64652,1.0345,BAT-USDT,LINK-USDT,177,305.84939
True,-4.494381043477494,0.0002,0.0061,0.00149,AR-USDT,HBAR-USDT,176,134.08841
True,-4.524018150354409,0.00018,3.06396,-0.05888,OCEAN-USDT,ENJ-USDT,176,128.01953
True,-3.444298318212664,0.00954,1.41837,-0.01072,COTI-USDT,REN-USDT,175,217.6675
True,-5.2450299442055375,1e-05,7.79521,-0.04261,ATA-USDT,THETA-USDT,175,62.12357
True,-4.168492038852965,0.00074,57279.0761,2.92102,DENT-USDT,EGLD-USDT,175,127.41056
True,-4.872217026188956,4e-05,0.03147,-0.00054,IOTA-USDT,LINA-USDT,175,178.90329
True,-3.015914449407267,0.03343,1.36321,0.12037,SUSHI-USDT,MASK-USDT,175,238.88204
True,-3.7519610178578744,0.00344,4.74938,4.04859,NEO-USDT,DASH-USDT,174,231.05672
True,-4.554097474291444,0.00016,0.36406,0.01306,KLAY-USDT,GRT-USDT,174,185.33239
True,-3.6357872991276725,0.00511,0.43906,0.00578,IOTA-USDT,REN-USDT,174,211.82387
True,-3.8582300571125807,0.00236,0.10383,-0.0142,SNX-USDT,ONT-USDT,174,192.70126
True,-2.960971501415361,0.0387,1.09702,0.06118,XTZ-USDT,KAVA-USDT,174,340.04105
True,-4.036957337581471,0.00123,0.02372,-0.01696,COMP-USDT,THETA-USDT,174,198.89186
True,-4.390453556342391,0.00031,7.16744,-0.19966,IOTA-USDT,DYDX-USDT,174,144.01758
True,-4.194930820202359,0.00067,0.06507,0.02637,GTC-USDT,CHR-USDT,173,71.19893
True,-4.285657160259062,0.00047,32.94061,0.35591,LRC-USDT,AR-USDT,172,113.95479
True,-4.916490634409413,3e-05,0.21763,-0.03772,GTC-USDT,C98-USDT,172,106.04495
True,-3.2226513715861884,0.01871,328.71523,-11.98431,OCEAN-USDT,KSM-USDT,172,131.22395
True,-3.5869493018626954,0.00602,25.55944,0.03713,DGB-USDT,ZRX-USDT,172,161.11145
True,-3.684815966604582,0.00433,0.02258,-0.01517,DOT-USDT,CTSI-USDT,172,188.80204
True,-2.942103419365845,0.04067,1.53576,-0.28914,EOS-USDT,XTZ-USDT,172,252.84192
True,-4.507626967471504,0.00019,0.37251,0.04462,THETA-USDT,TOMO-USDT,171,140.08468
True,-6.108030311835758,0.0,0.63013,-0.00062,IOST-USDT,STMX-USDT,171,42.25499
True,-3.2663509257350585,0.01645,0.03118,-7e-05,ONT-USDT,STMX-USDT,171,141.44633
True,-3.926795793872847,0.00185,0.25098,0.28194,FIL-USDT,DYDX-USDT,171,190.66726
True,-3.3480260360933807,0.01286,0.07185,-0.00034,ARPA-USDT,HOT-USDT,171,126.61607
True,-4.586462767304425,0.00014,0.5257,0.01077,LRC-USDT,OCEAN-USDT,171,146.13981
True,-3.71828262174339,0.00386,0.5192,0.00802,ALPHA-USDT,HBAR-USDT,171,255.6126
True,-3.644420308025809,0.00497,126.13212,0.0252,HOT-USDT,ZRX-USDT,170,166.85748
True,-4.062708253774075,0.00112,308.8577,-1.30092,ARPA-USDT,NEO-USDT,170,98.02946
True,-3.4930370795006818,0.00817,6.73617,2.47473,DOT-USDT,COMP-USDT,170,206.39579
True,-3.85271045348042,0.00241,0.04257,0.05541,KSM-USDT,ALICE-USDT,170,162.23046
True,-4.317515567085803,0.00041,1.64306,0.44039,CELO-USDT,MASK-USDT,170,373.26117
True,-3.933581479332832,0.0018,0.33145,-0.00978,BAT-USDT,COTI-USDT,170,172.68152
True,-3.3956209295760487,0.01111,0.08803,0.29832,ZEN-USDT,BAND-USDT,169,268.88122
True,-3.493677946766441,0.00815,7.69652,-0.0009,REEF-USDT,IOTX-USDT,169,175.26921
True,-4.39877700962987,0.0003,0.16024,0.00853,AR-USDT,DYDX-USDT,169,155.96923
True,-5.073551271686128,2e-05,30.72758,5.54732,CELO-USDT,SOL-USDT,169,100.4644
True,-5.616214351719254,0.0,2.0388,-0.00019,LINA-USDT,CELR-USDT,168,105.66631
True,-3.993791197577939,0.00144,0.00466,6e-05,SNX-USDT,1000SHIB-USDT,168,226.281
True,-3.831936161332812,0.0026,3.19465,0.00058,HOT-USDT,STMX-USDT,168,98.25181
True,-3.4056295150631803,0.01077,0.39959,0.00475,CHR-USDT,HBAR-USDT,168,272.94602
True,-5.028857896482624,2e-05,0.12935,-0.00535,CELO-USDT,GRT-USDT,167,83.26903
True,-4.053816187822349,0.00115,0.49176,0.0039,LRC-USDT,CHR-USDT,167,138.32663
True,-3.3998215238697918,0.01096,5.52601,-0.03976,SXP-USDT,ALICE-USDT,167,277.28453
True,-3.9088849067721725,0.00197,3.51189,0.00078,DENT-USDT,REEF-USDT,167,223.08566
True,-3.650092323475845,0.00487,0.06517,-0.00076,TOMO-USDT,IOTX-USDT,167,144.06703
True,-4.816246803775148,5e-05,0.00905,-0.0104,ZEN-USDT,REN-USDT,166,96.2079
True,-3.5189018172600504,0.00751,12919.40183,5.12972,DGB-USDT,BCH-USDT,166,200.6079
True,-4.649828508183391,0.0001,57.5883,-1.17104,SXP-USDT,AVAX-USDT,166,112.28936
True,-4.064058029332969,0.00111,0.14901,-0.00073,BLZ-USDT,1000SHIB-USDT,166,161.71443
True,-3.436923757245232,0.00976,2.04998,-0.01471,BAT-USDT,1INCH-USDT,165,116.7692
True,-3.81631989342784,0.00274,105.90976,-4.41569,ENJ-USDT,KSM-USDT,165,162.64544
True,-3.3464948530042697,0.01292,1.19694,-2.27969,COMP-USDT,EGLD-USDT,165,269.63023
True,-4.327328912603801,0.0004,0.85468,0.02477,ALPHA-USDT,REN-USDT,165,199.67813
True,-3.3093846138454466,0.01446,28.04089,-0.02193,VET-USDT,1INCH-USDT,165,152.08907
True,-3.096284498450947,0.02683,1.42951,-0.03834,ATA-USDT,OCEAN-USDT,165,130.6358
True,-5.036812406215071,2e-05,0.72009,1.78314,AR-USDT,LPT-USDT,165,86.0719
True,-3.2845583864168586,0.01558,1.01544,0.09477,CELO-USDT,SAND-USDT,165,216.09094
True,-4.5239604313676445,0.00018,0.22782,-0.47163,AR-USDT,ALICE-USDT,164,106.18487
True,-3.8122245954604854,0.00278,0.00174,0.00394,AR-USDT,PEOPLE-USDT,164,118.97962
True,-2.9618465924550508,0.03861,52.64574,0.01651,RSR-USDT,ALGO-USDT,164,186.50993
True,-4.106947145394285,0.00094,39.36919,1.55476,SUSHI-USDT,KSM-USDT,164,204.01339
True,-4.813474679524214,5e-05,0.01047,-0.00133,NEO-USDT,NKN-USDT,164,170.08945
True,-4.403334367854251,0.00029,0.22455,-0.33154,AR-USDT,GTC-USDT,164,72.67691
True,-4.875172033789202,4e-05,0.01133,-0.00434,AR-USDT,ALPHA-USDT,164,118.29937
True,-3.207519042797839,0.01955,0.00736,-0.00122,EOS-USDT,STMX-USDT,164,165.42344
True,-4.806743509346542,5e-05,0.16298,0.50638,EGLD-USDT,LPT-USDT,163,108.56827
True,-4.450642360871015,0.00024,0.02023,-0.00136,BAND-USDT,IOTX-USDT,163,155.64655
True,-5.555000221086142,0.0,623.47202,965.71151,AR-USDT,YFI-USDT,163,109.82293
True,-5.529666951078097,0.0,0.00218,-0.00824,DASH-USDT,NKN-USDT,163,135.45522
True,-3.0532895406364062,0.03021,6.02827,0.00022,DENT-USDT,RSR-USDT,163,337.53988
True,-3.664319996164054,0.00464,0.59486,-0.00437,REN-USDT,HBAR-USDT,162,186.94086
True,-5.075369077594978,2e-05,0.05099,-0.02271,ANT-USDT,ROSE-USDT,162,148.64393
True,-3.8899386802296707,0.00211,0.20173,-0.40033,COMP-USDT,LPT-USDT,162,131.32531
True,-3.5788715951157433,0.00618,0.05269,0.00183,ATA-USDT,DGB-USDT,162,172.47828
True,-5.530593373776298,0.0,0.02428,-1e-05,LRC-USDT,LINA-USDT,161,86.86028
True,-4.417748424464072,0.00028,35.98485,-8.0135,OMG-USDT,EGLD-USDT,161,129.522
True,-3.5197962507021665,0.00749,0.19287,0.21022,DOT-USDT,BAND-USDT,161,236.76359
True,-4.203979131311857,0.00065,3.13124,-16.63593,DASH-USDT,BCH-USDT,161,161.8619
True,-6.542555255426328,0.0,28.95307,0.00202,DENT-USDT,IOTX-USDT,160,55.10226
True,-3.96685389395935,0.00159,0.13346,-0.00627,THETA-USDT,CTSI-USDT,160,203.2344
True,-4.198305699455269,0.00066,0.91166,-0.01622,ATA-USDT,REN-USDT,160,123.73609
True,-3.252353736067711,0.01715,0.07621,-0.04005,UNI-USDT,SFP-USDT,160,307.83103
True,-4.302697987628258,0.00044,0.0001,-0.00014,AAVE-USDT,STMX-USDT,160,109.69691
True,-4.813986039197661,5e-05,0.07625,0.03392,ZEN-USDT,THETA-USDT,160,126.24385
True,-4.069782340894343,0.00109,4e-05,0.0035,MKR-USDT,1000XEC-USDT,160,167.05333
True,-3.4299076543728675,0.00998,0.09086,-0.00364,SFP-USDT,ANKR-USDT,160,263.4194
True,-4.614376776343687,0.00012,239.88452,-0.09188,STMX-USDT,KAVA-USDT,160,125.37885
True,-6.118066307618899,0.0,2.67934,-2.3211,FIL-USDT,AXS-USDT,159,123.30839
True,-4.21412867458963,0.00062,0.13284,-0.03472,BAND-USDT,CHR-USDT,159,256.27827
True,-3.859885963749194,0.00235,102.42321,-0.10922,COTI-USDT,LPT-USDT,159,141.65328
True,-4.256072656091237,0.00053,3e-05,0.02583,YFI-USDT,BAKE-USDT,159,302.72255
True,-4.211255068759367,0.00063,0.00592,0.00786,KSM-USDT,AUDIO-USDT,158,140.10428
True,-5.752017921788975,0.0,4.26593,-0.08121,ALPHA-USDT,C98-USDT,158,142.50346
True,-3.9780497714901015,0.00153,199.10508,0.72454,ONT-USDT,DASH-USDT,158,200.71506
True,-4.283576177759784,0.00047,66.48572,3.56501,KLAY-USDT,AVAX-USDT,158,192.22961
True,-4.108871502458121,0.00094,0.47353,0.04259,SAND-USDT,ENJ-USDT,157,118.38843
True,-3.6635339367921747,0.00466,0.08844,-0.05772,AR-USDT,CRV-USDT,157,185.29857
True,-2.889611194718259,0.04657,188.51363,6.33511,IOTA-USDT,EGLD-USDT,157,294.82279
True,-4.3138592314055915,0.00042,5.92721,-0.05026,CHR-USDT,CRV-USDT,157,123.97393
True,-3.5854828346660597,0.00604,0.05293,0.02252,NEO-USDT,STORJ-USDT,157,269.45782
True,-5.192386049687855,1e-05,2.15735,0.0018,CTSI-USDT,ALGO-USDT,157,104.67227
True,-3.8041647414210686,0.00286,458.31676,-0.44716,RSR-USDT,GTC-USDT,156,124.6777
True,-3.634583833868841,0.00513,0.15044,0.06141,DYDX-USDT,ALGO-USDT,156,236.80351
True,-3.210744966829542,0.01937,1e-05,0.05091,YFI-USDT,FLM-USDT,156,240.33978
True,-3.7443496760372,0.00353,0.23401,0.07661,OMG-USDT,STORJ-USDT,156,174.01481
True,-5.290115999338411,1e-05,176.93014,-10.84499,LRC-USDT,KSM-USDT,156,112.83667
True,-3.8002431368377856,0.0029,0.00013,0.16587,YFI-USDT,THETA-USDT,156,204.59095
True,-3.593675674718233,0.00588,0.01406,-0.02609,ZEN-USDT,OCEAN-USDT,156,161.65611
True,-5.618798276318503,0.0,2.70883,-0.03481,ALPHA-USDT,AUDIO-USDT,156,143.59226
True,-3.6933893730940808,0.00421,0.00051,0.00043,DOT-USDT,REEF-USDT,156,257.66356
True,-3.153429765797883,0.02284,1.11764,0.00149,ARPA-USDT,1000XEC-USDT,156,119.07575
True,-6.413452179198808,0.0,0.09502,0.08918,LINK-USDT,LIT-USDT,156,138.2553
True,-5.022371103277686,2e-05,0.75666,-0.00254,CHR-USDT,ALPHA-USDT,155,109.35707
True,-4.55017720447504,0.00016,1.3171,-0.07938,DYDX-USDT,GTC-USDT,155,168.66794
True,-2.9745637990228477,0.03734,57.74584,0.11976,GRT-USDT,HNT-USDT,155,206.97094
True,-3.186250152935899,0.02079,0.02825,0.0008,BAT-USDT,DGB-USDT,155,235.47154
True,-3.819971729414681,0.00271,0.09869,0.00034,ADA-USDT,XEM-USDT,155,183.89103
True,-3.494926440556715,0.00812,0.09228,0.00063,BAT-USDT,ANKR-USDT,155,149.03143
True,-3.0657656176352512,0.02919,46.26106,0.05072,DGB-USDT,STORJ-USDT,155,210.56481
