is_coint,adf_statistic,p_value,hedge_ratio,intercept,base,target,zero_crossings,half_life
True,-3.6142586992077943,0.00549,572.25546,0.00076,SPELL-USDT,ZRX-USDT,230,238.56812
True,-3.2214898093900373,0.01877,17.73807,0.42157,KNC-USDT,ICP-USDT,229,274.42931
True,-3.5128835680953547,0.00766,0.05128,0.22246,QNT-USDT,GAS-USDT,229,121.23894
True,-3.5587652560335106,0.0066,0.08574,0.00362,SNX-USDT,C98-USDT,228,211.61021
True,-3.323187661429207,0.01387,0.55457,0.00085,CELO-USDT,SAND-USDT,228,229.31279
True,-3.6390885755613747,0.00506,1.06738,-0.02543,DOT-USDT,AXS-USDT,227,118.32056
True,-3.5296053267670384,0.00726,0.11817,-0.00223,EOS-USDT,FLM-USDT,226,80.35933
True,-3.460143614649788,0.00907,0.07003,-0.00931,SNX-USDT,1000RATS-USDT,225,156.58258
True,-3.1928839887370706,0.0204,2.74058,-0.00119,ZIL-USDT,REN-USDT,223,99.5392
True,-4.605393849751124,0.00013,33.6034,-0.02655,OXT-USDT,MASK-USDT,222,82.76425
True,-6.075870150854732,0.0,3.65291,0.00146,TLM-USDT,REN-USDT,221,41.76736
True,-4.73264085188934,7e-05,13.17241,0.11672,MAGIC-USDT,TIA-USDT,221,120.74373
True,-3.49167354826658,0.0082,0.02497,-0.00195,BOND-USDT,SKL-USDT,221,159.63484
True,-3.39800656868107,0.01103,0.00831,-3e-05,OXT-USDT,SPELL-USDT,220,160.02353
True,-3.6668666523073665,0.0046,0.422,0.01512,PERP-USDT,CRV-USDT,220,116.69073
True,-3.389329445158648,0.01133,1.11705,-0.03173,MANA-USDT,ZRX-USDT,218,378.77526
True,-3.6137533059502664,0.0055,0.33117,0.0117,HIFI-USDT,GRT-USDT,217,209.10977
True,-2.950277944267905,0.03981,28.39286,0.03266,CELR-USDT,KAVA-USDT,217,321.662
True,-3.156934500820573,0.02262,0.02699,0.00043,HIFI-USDT,ONE-USDT,217,229.02265
True,-2.9346820791831894,0.04146,83.91432,-0.00385,IOST-USDT,COMBO-USDT,216,167.90161
True,-3.5432135095641586,0.00694,0.03628,0.02209,ACE-USDT,BIGTIME-USDT,214,129.74206
True,-5.09060014818996,1e-05,18.51247,0.00039,DENT-USDT,BEAMX-USDT,214,76.02703
True,-5.094258128690336,1e-05,0.00552,0.00114,BADGER-USDT,BEAMX-USDT,213,164.45337
True,-3.235354363615728,0.01803,0.05428,0.00505,GTC-USDT,SKL-USDT,213,166.17664
True,-3.9063996516106503,0.00199,0.098,0.02152,AXS-USDT,EOS-USDT,213,96.26704
True,-3.3230406263972996,0.01388,0.42691,-0.0403,BOND-USDT,GTC-USDT,213,153.8146
True,-3.0072496405463287,0.03422,0.02074,-0.00031,CELO-USDT,TLM-USDT,213,146.49454
True,-3.553638836778324,0.00671,0.8613,-0.00524,HFT-USDT,C98-USDT,213,141.24261
True,-3.7809359903558772,0.00311,0.21306,-0.03455,PERP-USDT,1000RATS-USDT,213,133.57027
True,-3.4640211244116483,0.00896,0.07542,0.00152,CHR-USDT,BEAMX-USDT,212,155.04387
True,-4.499647656557635,0.0002,10.40277,-0.00041,HOT-USDT,BEAMX-USDT,212,101.70731
True,-3.2798511664464236,0.0158,2880.54133,0.14803,SPELL-USDT,RLC-USDT,212,158.99519
True,-3.5821240670461933,0.00611,0.02962,0.003,HIFI-USDT,BEAMX-USDT,211,197.16276
True,-3.0108101998435113,0.0339,2.554,-0.00102,VET-USDT,FLM-USDT,211,231.32125
True,-4.4812935774675156,0.00021,1.78031,-0.00104,ARPA-USDT,NKN-USDT,210,66.9733
True,-4.249381033989808,0.00054,0.34464,0.01167,MINA-USDT,WOO-USDT,210,166.39011
True,-3.3402985134986074,0.01317,0.48059,-0.00147,BAT-USDT,1000LUNC-USDT,209,103.50978
True,-6.544613606079075,0.0,136.88001,-0.17588,T-USDT,BADGER-USDT,209,146.1957
True,-4.324454316917097,0.0004,24.29372,0.61779,BLUR-USDT,TIA-USDT,209,133.56308
True,-5.3769719288457845,0.0,0.03268,-0.0011,MASK-USDT,NKN-USDT,208,75.65237
True,-4.668613362558663,0.0001,6.96492,0.05783,CHR-USDT,IMX-USDT,208,131.154
True,-4.290166157170853,0.00046,0.20575,0.00834,BOND-USDT,LUNA2-USDT,207,110.13049
True,-2.8678992264547825,0.04921,0.00742,-2e-05,DODOX-USDT,DENT-USDT,207,122.54226
True,-4.148228051909194,0.00081,0.00334,-0.00087,AXS-USDT,BEAMX-USDT,207,164.6708
True,-3.0929435593828507,0.02708,426.74771,-0.87363,ROSE-USDT,EGLD-USDT,207,282.3851
True,-3.9286802907207825,0.00183,3.41263,-0.0016,SKL-USDT,C98-USDT,207,124.64773
True,-3.933920200636102,0.0018,0.01228,0.00093,JTO-USDT,ANKR-USDT,207,196.01906
True,-3.1903088654730967,0.02055,0.00112,-2e-05,EOS-USDT,SPELL-USDT,206,167.22791
True,-3.9733223723883278,0.00156,0.47604,0.00351,DODOX-USDT,FLM-USDT,206,98.77262
True,-4.798816042806165,5e-05,0.10016,0.00873,SNX-USDT,HFT-USDT,206,66.14992
True,-5.2139636611081235,1e-05,19.56244,0.0925,OGN-USDT,BOND-USDT,205,104.09204
True,-3.574731302649378,0.00626,0.15531,-0.02104,MASK-USDT,STG-USDT,205,149.60089
True,-3.6773996057629477,0.00444,0.10935,0.01178,SNX-USDT,WOO-USDT,205,129.0364
True,-4.274204523169617,0.00049,16.91837,1.33278,BAND-USDT,INJ-USDT,205,136.78874
True,-4.347043264577689,0.00037,0.0001,0.02905,YFI-USDT,BNT-USDT,205,114.84873
True,-3.6587994253620884,0.00473,9.45253,0.00023,AMB-USDT,FLM-USDT,204,185.28692
True,-3.240861934926125,0.01774,0.02963,0.0019,HIFI-USDT,ZIL-USDT,204,157.12444
True,-4.113378509825655,0.00092,0.2164,0.07483,RLC-USDT,KAVA-USDT,204,335.29293
True,-3.9662765337429886,0.0016,0.08103,0.01203,API3-USDT,CTSI-USDT,204,134.51576
True,-3.6242049245421577,0.00531,0.02184,0.00095,LIT-USDT,ZIL-USDT,202,100.97255
True,-4.449353983293867,0.00024,0.63824,1e-05,DENT-USDT,SPELL-USDT,202,95.48372
True,-3.668907963996715,0.00457,311.12163,-0.05427,IOST-USDT,RLC-USDT,202,243.26099
True,-7.729474337319765,0.0,0.21278,0.00528,PERP-USDT,GMT-USDT,202,69.9667
True,-4.416970377019408,0.00028,1.34222,0.00213,LOOM-USDT,NKN-USDT,201,112.6476
True,-4.694493444025715,9e-05,0.00038,-0.00013,NEO-USDT,XVG-USDT,201,215.41163
True,-3.4562054932286648,0.00919,0.29374,0.00192,LRC-USDT,SKL-USDT,201,139.16542
True,-3.0676768508905616,0.02904,167.90067,0.01129,DENT-USDT,GMT-USDT,201,357.03851
True,-3.1470994478445773,0.02326,2.61848,-0.00107,AMB-USDT,ZIL-USDT,200,211.08439
True,-4.3971789175674845,0.0003,7.19395,0.01309,OXT-USDT,EOS-USDT,200,68.44826
True,-3.63059876926249,0.0052,0.14073,0.01142,HIFI-USDT,NKN-USDT,200,159.57516
True,-3.286972064649766,0.01547,26.78927,-0.00476,IOST-USDT,ICX-USDT,199,76.516
True,-4.867687523660073,4e-05,13.00557,0.00232,IOST-USDT,NKN-USDT,199,77.93714
True,-3.3252395439983693,0.01379,397.50833,1.69169,BAT-USDT,QNT-USDT,199,201.6395
True,-3.4813400883854153,0.00848,2.08834,-0.01045,IOTA-USDT,CRV-USDT,199,109.57752
True,-2.9485907026098066,0.03998,0.14399,0.11243,AXS-USDT,LQTY-USDT,198,228.64157
True,-4.130445851311408,0.00086,228.03412,-0.1281,OGN-USDT,KSM-USDT,198,155.53588
True,-3.118797597080856,0.02519,0.14685,0.00156,ATA-USDT,CELR-USDT,198,224.67757
True,-4.352701654329591,0.00036,0.19178,-0.03523,FIL-USDT,SUSHI-USDT,198,78.28865
True,-3.8513980031729704,0.00242,0.03003,0.00043,QTUM-USDT,OXT-USDT,197,95.15035
True,-4.977800921578329,2e-05,397.59096,-0.77014,REN-USDT,NMR-USDT,197,108.46458
True,-5.174755282844336,1e-05,0.20525,0.03464,OP-USDT,SEI-USDT,197,108.77888
True,-4.658625004757728,0.0001,0.56071,-0.00393,SUSHI-USDT,LUNA2-USDT,197,68.05806
True,-4.203542123839341,0.00065,20.32196,1.08591,SUSHI-USDT,NMR-USDT,196,145.79594
True,-4.454477558733819,0.00024,1.31546,0.00365,ARPA-USDT,FLM-USDT,196,71.02667
True,-4.5493120854259255,0.00016,12.39827,0.27832,OP-USDT,KSM-USDT,195,107.89499
True,-4.601178217827888,0.00013,144.46573,1.1653,CTSI-USDT,KSM-USDT,194,127.36066
True,-3.825038331415027,0.00266,2.48924,-0.01295,SAND-USDT,SUSHI-USDT,194,138.63398
True,-4.620461995747645,0.00012,0.01862,-0.00381,FIL-USDT,ALPHA-USDT,194,89.09954
True,-3.5976613446239107,0.00581,15.20617,0.07843,DODOX-USDT,CAKE-USDT,194,102.99229
True,-3.9910878023610983,0.00146,0.19371,0.00034,ALPHA-USDT,CELR-USDT,193,116.5286
True,-3.0951429525114653,0.02691,0.00786,-0.01812,QNT-USDT,EOS-USDT,193,212.31229
True,-3.1775756997731586,0.02132,0.0655,0.00221,LQTY-USDT,LOOM-USDT,193,198.73856
True,-5.7575378224710985,0.0,39.89989,0.01525,OXT-USDT,BADGER-USDT,192,157.49936
True,-4.309331683945818,0.00043,0.02428,0.03717,NMR-USDT,LUNA2-USDT,192,130.47475
True,-3.825621119029359,0.00266,0.83342,0.03235,JOE-USDT,CRV-USDT,192,269.47877
True,-3.7134974333471553,0.00393,107.73803,-0.04771,BEAMX-USDT,RLC-USDT,192,120.59652
True,-4.4716406613159405,0.00022,0.37641,-0.06784,AXS-USDT,CAKE-USDT,191,99.85037
True,-4.3722202790954,0.00033,0.01101,-0.00119,AXS-USDT,LOOM-USDT,191,118.65873
True,-6.027558396312159,0.0,0.22774,-0.01336,DYDX-USDT,NFP-USDT,191,62.44318
True,-4.422210991762943,0.00027,122.54243,0.35314,LOOM-USDT,XVS-USDT,191,96.7722
True,-3.475709738254518,0.00863,5.94138,-0.00032,ALPHA-USDT,KAVA-USDT,191,170.8286
True,-2.866820692800415,0.04934,0.8695,0.01128,WOO-USDT,HFT-USDT,190,146.32682
True,-5.2588686712910935,1e-05,0.59195,-0.00192,PERP-USDT,LUNA2-USDT,190,84.98951
True,-3.142607558395022,0.02356,106.28119,0.85434,OGN-USDT,MOVR-USDT,190,215.76522
True,-3.332561996782518,0.01348,0.45115,0.00358,ICX-USDT,CHZ-USDT,190,289.55918
True,-2.8696097754343386,0.049,1.46205,0.00639,OGN-USDT,CTSI-USDT,190,155.02144
True,-2.9997984256734913,0.03491,19.38773,0.00603,BEAMX-USDT,ZRX-USDT,190,321.47446
True,-3.928122794542938,0.00184,7.70155,-0.24199,CELO-USDT,FIL-USDT,189,160.28885
True,-3.9422045949374627,0.00175,25.37443,0.00178,BEAMX-USDT,LUNA2-USDT,189,152.68434
True,-4.682662950503952,9e-05,0.00889,0.00055,HOOK-USDT,LINA-USDT,189,80.82353
True,-5.788520183396365,0.0,1.31315,-0.00279,FLM-USDT,NKN-USDT,189,59.04165
True,-4.094218025225895,0.00099,0.36935,-4e-05,HOT-USDT,SPELL-USDT,188,82.81011
True,-3.0290576167471137,0.03227,0.18108,0.0472,STX-USDT,MANA-USDT,188,312.16672
True,-3.446379848224035,0.00948,0.01487,-0.53043,MKR-USDT,SSV-USDT,188,215.17152
True,-6.323899671480718,0.0,1.53747,0.00387,OGN-USDT,GMT-USDT,188,97.70992
True,-5.107929182299072,1e-05,2.46938,0.05602,PERP-USDT,OP-USDT,188,95.33385
True,-3.9499316551026804,0.0017,1.2122,0.04392,PERP-USDT,APE-USDT,188,135.86891
True,-4.658431811699852,0.0001,0.2944,-0.0485,ICP-USDT,MASK-USDT,187,129.88913
True,-3.548135665906165,0.00683,1.55682,0.03799,SXP-USDT,STORJ-USDT,187,158.82706
True,-3.834092388494973,0.00258,26.89787,-0.04602,LOOM-USDT,IMX-USDT,186,158.59766
True,-3.471745766800051,0.00874,214.57168,0.63575,T-USDT,AXS-USDT,186,227.36748
True,-3.0447057445733337,0.03093,95.03704,0.17383,ACH-USDT,CAKE-USDT,186,275.1734
True,-4.164992234860116,0.00075,27.8671,-0.07119,MEME-USDT,OMG-USDT,186,95.79628
True,-3.1991460832014296,0.02003,1.46579,0.01782,CHR-USDT,CRV-USDT,186,286.70765
True,-4.115982295469128,0.00091,0.44034,0.0038,DODOX-USDT,LOOM-USDT,186,129.15513
True,-3.3093718325411663,0.01446,0.03758,0.00279,FIL-USDT,CFX-USDT,186,250.25412
True,-4.8260160202682405,5e-05,5.12009,0.01554,ATA-USDT,YGG-USDT,185,143.9526
True,-4.772344319361506,6e-05,0.99094,0.02265,LUNA2-USDT,KAVA-USDT,184,77.83295
True,-2.89077751495872,0.04643,0.22908,0.04057,BAND-USDT,1INCH-USDT,184,287.86793
True,-4.122516739772159,0.00089,1.17563,0.0063,ARPA-USDT,LOOM-USDT,184,121.45713
True,-3.043452162189453,0.03103,49.92267,-0.29126,BAT-USDT,ICP-USDT,183,184.65192
True,-3.4123390579308275,0.01055,5.83841,-0.035,ROSE-USDT,SEI-USDT,183,239.08091
True,-4.223618019437262,0.0006,22.71191,0.01114,USTC-USDT,STORJ-USDT,183,101.5459
True,-4.578183228540758,0.00014,23.28943,0.0526,ARPA-USDT,MTL-USDT,182,88.98132
True,-4.019189200265986,0.00131,0.035,-0.00025,LRC-USDT,LINA-USDT,182,126.93602
True,-3.8648995110498383,0.00231,0.01169,-0.00043,AXS-USDT,FLM-USDT,182,119.95262
True,-3.452714422641517,0.00929,0.00036,0.00282,COMP-USDT,USTC-USDT,182,152.24128
True,-3.7067506743159284,0.00402,0.00092,-0.00358,QNT-USDT,FLM-USDT,181,230.80976
True,-3.8763630624670844,0.00222,0.00261,0.00077,FIL-USDT,TLM-USDT,181,74.72166
True,-3.5786697590880556,0.00618,0.2382,0.00263,HFT-USDT,SKL-USDT,181,117.49502
True,-4.145329284934056,0.00081,0.00042,0.00013,NEAR-USDT,LEVER-USDT,181,127.69014
True,-4.866409554297177,4e-05,1.65711,0.01755,CHR-USDT,STG-USDT,181,134.71846
True,-4.299059204262489,0.00045,0.64665,-0.01863,WOO-USDT,1000RATS-USDT,181,109.44342
True,-3.4407152724013366,0.00965,0.03861,-0.03881,LINK-USDT,STORJ-USDT,181,244.9587
True,-3.5210839757063397,0.00746,0.17978,0.00011,KNC-USDT,1000LUNC-USDT,180,138.46941
True,-3.2619419148566653,0.01667,0.04795,-2e-05,DODOX-USDT,IOST-USDT,180,131.03069
True,-3.158329955634511,0.02253,23.03728,0.1019,ROSE-USDT,RLC-USDT,180,350.1467
True,-5.183422980471823,1e-05,37.69775,-0.00064,ZIL-USDT,FLOW-USDT,180,51.7742
True,-2.91352201372299,0.0438,0.23764,0.00287,MANA-USDT,NKN-USDT,180,157.59335
True,-3.5008831257258075,0.00796,3.16692,0.07965,MANA-USDT,MTL-USDT,180,148.69454
True,-3.0821995097558035,0.0279,1.20112,0.00389,LRC-USDT,HFT-USDT,179,179.5685
True,-3.773647629574284,0.00319,17.21097,0.00081,DENT-USDT,ZIL-USDT,179,71.12004
True,-4.48449724768044,0.00021,0.14228,8e-05,XVG-USDT,SPELL-USDT,179,165.36534
True,-3.456931174269757,0.00916,0.03056,-0.00134,BAL-USDT,ALPHA-USDT,179,177.63125
True,-4.186784361340037,0.00069,50.99407,-0.05902,USTC-USDT,LQTY-USDT,179,99.89844
True,-3.980298507537755,0.00152,151.12319,0.06178,TLM-USDT,RLC-USDT,179,161.01332
True,-3.0047921415487,0.03445,620.6699,3.56798,IOTX-USDT,AVAX-USDT,178,206.09657
True,-4.132866239393547,0.00085,0.21385,-0.00045,STEEM-USDT,IOTX-USDT,178,110.66212
True,-3.9558962972344642,0.00166,2.22761,2.43983,INJ-USDT,BSV-USDT,178,133.53793
True,-5.431957686712029,0.0,2.87193,-0.0176,GMT-USDT,KAVA-USDT,178,107.30129
True,-2.893314088026841,0.04613,0.47456,0.9811,ETC-USDT,NEO-USDT,178,225.24903
True,-3.337642175836771,0.01328,199.21612,0.33623,USTC-USDT,GAS-USDT,178,125.59944
True,-4.082820833756569,0.00103,0.34321,0.00274,REN-USDT,BEAMX-USDT,177,139.84212
True,-3.566410471834817,0.00644,0.05798,0.01652,DOT-USDT,1INCH-USDT,177,139.74311
True,-4.0897051610328665,0.00101,1.02277,-0.00147,IOTA-USDT,GMT-USDT,177,156.08765
True,-4.728126947918992,7e-05,3.24328,0.0382,OGN-USDT,STG-USDT,177,84.05683
True,-3.0821075641808364,0.02791,0.71692,0.08896,BOND-USDT,LDO-USDT,177,269.03032
True,-3.485023633208606,0.00838,0.1491,0.00319,CELO-USDT,COTI-USDT,177,243.60435
True,-4.6647527773402775,0.0001,18.99446,-0.01275,IOST-USDT,OGN-USDT,176,88.41073
True,-4.46373452339451,0.00023,0.04011,0.00109,CAKE-USDT,NKN-USDT,176,104.93797
True,-3.7428872068439016,0.00355,0.52039,0.03332,PERP-USDT,SEI-USDT,176,130.24662
True,-3.464569344105906,0.00895,0.22792,-0.06988,DOT-USDT,MTL-USDT,176,137.35778
True,-4.544716883378139,0.00016,9658.10177,3.78865,LINA-USDT,ILV-USDT,176,94.59889
True,-5.561835394332933,0.0,0.13053,-0.00072,STEEM-USDT,T-USDT,176,84.88854
True,-2.976828933277485,0.03712,0.00435,-0.00033,QTUM-USDT,CKB-USDT,176,352.29512
True,-2.8813805857915917,0.04756,0.0737,-0.0009,BNT-USDT,IOTX-USDT,176,235.93673
True,-2.930909733959828,0.04187,1.11446,0.0726,HIFI-USDT,FLOW-USDT,176,190.35382
True,-5.034908533624643,2e-05,2.66878,0.00675,GMT-USDT,LUNA2-USDT,176,101.75702
True,-3.135996459129238,0.024,4.19067,-0.0447,ASTR-USDT,BLUR-USDT,175,233.40798
True,-3.540100652646604,0.00702,85.16296,0.02769,XVG-USDT,ZRX-USDT,175,370.26283
True,-2.899744887794851,0.04538,0.0031,1e-05,EOS-USDT,HOT-USDT,175,100.95623
True,-3.531825166651281,0.00721,21.24967,0.02164,VET-USDT,EOS-USDT,175,203.97142
True,-3.3417467006175743,0.01311,0.32837,0.00522,DODOX-USDT,ARPA-USDT,175,106.8298
True,-3.3305191033515182,0.01357,1.31945,0.1054,MTL-USDT,IMX-USDT,175,203.55991
True,-3.8802952164466284,0.00218,46.13736,0.25291,WAXP-USDT,BOND-USDT,175,193.18928
True,-3.7800031519937938,0.00312,0.13258,-0.01117,YGG-USDT,TOKEN-USDT,174,182.33235
True,-3.027576405948091,0.0324,1.17616,-0.07855,SUSHI-USDT,GTC-USDT,174,97.95453
True,-5.018712128904407,2e-05,8.57712,0.02633,DODOX-USDT,MTL-USDT,173,90.3745
True,-3.604946933574463,0.00567,0.0008,2e-05,LIT-USDT,SPELL-USDT,173,115.83663
True,-5.4720621364514805,0.0,1.96506,0.00552,POWR-USDT,LUNA2-USDT,173,115.22831
True,-4.126706155018344,0.00087,87.84194,7.59776,HOOK-USDT,ILV-USDT,173,108.74751
True,-3.141592582834522,0.02362,0.0357,0.01343,FIL-USDT,GMT-USDT,173,273.68529
True,-3.3352872163996543,0.01337,758.50957,0.02813,DENT-USDT,LIT-USDT,173,80.68895
True,-5.981027828031547,0.0,1.84746,0.02378,STX-USDT,BADGER-USDT,173,144.50493
True,-3.0145379814984574,0.03356,0.62452,-0.01578,MASK-USDT,IMX-USDT,172,212.77655
True,-3.9461540297547955,0.00172,0.03631,0.00569,STX-USDT,FLM-USDT,172,188.45969
True,-3.811908086564599,0.00279,2.12594,2.94238,ETC-USDT,COMP-USDT,172,164.40857
True,-3.1296478104135694,0.02444,0.77245,-0.00284,CHR-USDT,CFX-USDT,172,272.62122
True,-3.893479392968935,0.00208,0.2536,-0.01032,MASK-USDT,FLOW-USDT,171,135.44096
True,-4.391944803364197,0.00031,17.85628,0.07206,LOOM-USDT,MTL-USDT,171,124.70589
True,-4.283900482935972,0.00047,0.06443,0.02767,BADGER-USDT,CHR-USDT,171,180.94045
True,-4.8924144649045,4e-05,0.3281,-0.003,GMT-USDT,SKL-USDT,171,123.27449
True,-4.270725562068568,0.0005,0.3612,0.00019,WAXP-USDT,CELR-USDT,171,116.61058
True,-4.286539359321019,0.00047,2.22915,-0.02834,KNC-USDT,ALICE-USDT,171,144.31687
True,-4.047615536263618,0.00118,40.46792,0.03265,KEY-USDT,CHR-USDT,171,170.95993
True,-3.8380201735640886,0.00254,49.64783,-0.42417,STEEM-USDT,ICP-USDT,171,135.25119
True,-4.201174178575332,0.00066,2.54446,0.03124,LRC-USDT,KAVA-USDT,171,149.70249
True,-3.1509045352693996,0.02301,113.25248,-0.04498,ZIL-USDT,RLC-USDT,170,233.90347
True,-3.8911426813849523,0.0021,0.04029,0.13815,QNT-USDT,BADGER-USDT,170,319.1413
True,-3.704709839448399,0.00405,449.43686,0.03024,KEY-USDT,BOND-USDT,170,187.73167
True,-5.969554395602218,0.0,0.00527,0.00096,BADGER-USDT,ZIL-USDT,170,174.05053
True,-3.678364446654734,0.00443,316.88802,-1.96446,LOOM-USDT,NMR-USDT,170,207.82694
True,-3.31963573802442,0.01402,15.01024,34.74834,COMP-USDT,DEFI-USDT,170,220.74386
True,-4.109536715108258,0.00093,0.05969,0.00345,BAND-USDT,OXT-USDT,169,95.76608
True,-3.20733400223416,0.01956,96.5065,0.09991,VET-USDT,MASK-USDT,169,213.42945
True,-5.264323977024565,1e-05,0.01693,-0.00051,LIT-USDT,TLM-USDT,169,51.30107
True,-3.7609704547637954,0.00333,8.98908,-0.11736,CHR-USDT,RLC-USDT,169,145.43148
True,-2.9517310828128047,0.03965,80.24918,0.00799,DENT-USDT,NKN-USDT,169,136.52981
True,-3.5250818888410644,0.00737,638.29234,2.58339,OXT-USDT,BSV-USDT,169,151.29444
True,-5.574347543614268,0.0,175.43127,0.05629,IOST-USDT,MTL-USDT,169,68.77273
True,-3.9276200004761828,0.00184,0.00484,-0.00152,GAS-USDT,BEAMX-USDT,168,191.36904
True,-4.0060696756617284,0.00138,3.13686,-0.03355,DODOX-USDT,STG-USDT,168,117.35064
True,-4.111359873368395,0.00093,0.00158,0.0,CELO-USDT,DENT-USDT,168,103.00603
True,-3.404013364672703,0.01082,0.60355,0.16822,STX-USDT,MTL-USDT,168,252.61247
True,-3.012523044977307,0.03374,12.44034,-0.03856,DODOX-USDT,IMX-USDT,168,215.84063
True,-5.555042638603668,0.0,0.20097,0.02718,BADGER-USDT,FLOW-USDT,168,193.47068
True,-4.096639195213128,0.00098,0.0518,0.00046,MANA-USDT,BEAMX-USDT,168,153.30005
True,-3.5667659966687486,0.00643,3.71527,0.03577,OGN-USDT,SEI-USDT,168,175.77392
True,-3.033693730626371,0.03187,0.05489,0.00788,OP-USDT,RIF-USDT,167,316.91831
True,-3.4806548528977497,0.0085,0.01034,0.00402,XVS-USDT,NKN-USDT,167,118.56821
True,-4.0971471789931,0.00098,0.02288,0.023,ETC-USDT,KNC-USDT,167,188.57684
True,-4.10949198414423,0.00093,0.08209,0.0085,DYDX-USDT,1000RATS-USDT,167,120.70629
True,-3.336414111226852,0.01333,0.40275,0.00212,ONT-USDT,NKN-USDT,167,194.72514
True,-3.6990790915997422,0.00413,0.00025,-0.0004,QNT-USDT,BEAMX-USDT,167,245.15631
True,-4.151705680073889,0.00079,56.78252,0.48484,LQTY-USDT,BSV-USDT,167,99.77639
True,-3.4070860617313348,0.01072,0.00713,-0.0005,JTO-USDT,1000SHIB-USDT,167,226.33328
True,-3.23315334134044,0.01814,11.68631,0.01685,LRC-USDT,SNX-USDT,167,229.24216
True,-3.867475261179888,0.00229,2.02326,0.04281,POLYX-USDT,YGG-USDT,167,155.62208
True,-3.317594855183058,0.01411,0.07386,0.00019,ICX-USDT,TLM-USDT,166,140.20088
True,-3.1500251827982795,0.02307,0.0166,-0.00513,DOT-USDT,NKN-USDT,166,202.57265
True,-3.9428378608712253,0.00174,0.23495,-0.04116,ICP-USDT,CAKE-USDT,166,191.01981
True,-2.9599086225160702,0.03881,0.06521,-0.00059,SUSHI-USDT,SKL-USDT,166,210.48433
True,-3.2167564051612283,0.01904,0.03439,0.00058,STEEM-USDT,AMB-USDT,166,198.22415
True,-2.9607089889111284,0.03873,2.75265,-0.03035,DODOX-USDT,SAND-USDT,166,224.0931
True,-3.5121602040581608,0.00768,610.13786,0.08209,HOT-USDT,MTL-USDT,165,138.73808
